TaskID,Region,StartHour
27497,RegionE,582
35119,RegionE,582
38052,RegionE,582
40715,RegionE,582
49403,RegionE,582
10262,RegionE,583
12642,RegionE,583
19388,RegionE,583
21117,RegionE,583
31639,RegionE,583
36045,RegionE,583
42957,RegionE,583
47679,RegionE,583
47910,RegionE,583
47941,RegionE,583
5244,RegionE,584
8166,RegionE,584
11458,RegionE,584
12514,RegionE,584
18210,RegionE,584
18276,RegionE,584
46554,RegionE,584
47913,RegionE,584
17823,RegionE,585
41443,RegionE,585
2177,RegionE,586
6722,RegionE,586
8477,RegionE,586
40431,RegionE,586
45968,RegionE,586
46271,RegionE,586
30585,RegionE,587
1073,RegionE,588
6974,RegionE,588
18884,RegionE,588
26513,RegionE,588
29551,RegionE,588
34515,RegionE,588
36149,RegionE,588
38793,RegionE,588
43026,RegionE,588
4682,RegionE,589
1116,RegionE,590
8013,RegionE,590
18698,RegionE,590
20472,RegionE,590
35110,RegionE,590
8694,RegionE,591
8948,RegionE,591
9430,RegionE,591
14390,RegionE,591
17271,RegionE,591
24019,RegionE,591
24851,RegionE,591
35797,RegionE,591
41044,RegionE,591
674,RegionE,592
10674,RegionE,592
20789,RegionE,592
28362,RegionE,592
38063,RegionE,592
44458,RegionE,592
2812,RegionE,593
3738,RegionE,593
4220,RegionE,593
5392,RegionE,593
7585,RegionE,593
38942,RegionE,593
41994,RegionE,593
42242,RegionE,593
42746,RegionE,593
47556,RegionE,593
4448,RegionE,594
6172,RegionE,594
7782,RegionE,594
9858,RegionE,594
32013,RegionE,594
37795,RegionE,594
39299,RegionE,594
45014,RegionE,594
2380,RegionE,595
49788,RegionE,595
5980,RegionE,596
10825,RegionE,596
12892,RegionE,596
14978,RegionE,596
17525,RegionE,596
25984,RegionE,596
39292,RegionE,596
39353,RegionE,596
40690,RegionE,596
47559,RegionE,596
48153,RegionE,596
4293,RegionE,597
7950,RegionE,597
30830,RegionE,597
38748,RegionE,597
39703,RegionE,597
15188,RegionE,598
16656,RegionE,598
21608,RegionE,598
29244,RegionE,598
30504,RegionE,598
1177,RegionE,599
5492,RegionE,599
6463,RegionE,599
42109,RegionE,599
42933,RegionE,599
49568,RegionE,599
11197,RegionE,600
13443,RegionE,600
14382,RegionE,600
16779,RegionE,600
19462,RegionE,600
20151,RegionE,600
29732,RegionE,600
35230,RegionE,600
43596,RegionE,600
11399,RegionE,601
13776,RegionE,601
28945,RegionE,601
37357,RegionE,601
46623,RegionE,601
48935,RegionE,601
9043,RegionE,602
13149,RegionE,602
14333,RegionE,602
15920,RegionE,602
20717,RegionE,602
28284,RegionE,602
42264,RegionE,602
47348,RegionE,602
48399,RegionE,602
4066,RegionE,603
13659,RegionE,603
16410,RegionE,603
17109,RegionE,603
21970,RegionE,603
22395,RegionE,603
30667,RegionE,603
34184,RegionE,603
40094,RegionE,603
804,RegionE,604
6012,RegionE,604
8500,RegionE,604
13104,RegionE,604
22214,RegionE,604
23583,RegionE,604
36355,RegionE,604
42281,RegionE,604
45183,RegionE,604
45220,RegionE,604
3868,RegionE,605
3901,RegionE,605
5804,RegionE,605
12429,RegionE,605
23785,RegionE,605
35094,RegionE,605
47558,RegionE,605
47829,RegionE,605
6477,RegionE,606
9223,RegionE,606
19775,RegionE,606
25258,RegionE,606
31165,RegionE,606
38040,RegionE,606
40447,RegionE,606
699,RegionE,607
5737,RegionE,607
8470,RegionE,607
12794,RegionE,607
18119,RegionE,607
39215,RegionE,607
39935,RegionE,607
1887,RegionE,608
4406,RegionE,608
11616,RegionE,608
22054,RegionE,608
27950,RegionE,608
33817,RegionE,608
44186,RegionE,608
45031,RegionE,608
3613,RegionE,609
9192,RegionE,609
12863,RegionE,609
16287,RegionE,609
30933,RegionE,609
1123,RegionE,610
15829,RegionE,610
18933,RegionE,610
21287,RegionE,610
37484,RegionE,610
37936,RegionE,610
43321,RegionE,610
43409,RegionE,610
1329,RegionE,611
3375,RegionE,611
8419,RegionE,611
9656,RegionE,611
19798,RegionE,611
20706,RegionE,611
28452,RegionE,611
31911,RegionE,611
36255,RegionE,611
2053,RegionE,612
11946,RegionE,612
34971,RegionE,612
36166,RegionE,612
47670,RegionE,612
8426,RegionE,613
14602,RegionE,613
17245,RegionE,613
25528,RegionE,613
33570,RegionE,613
38394,RegionE,613
12780,RegionE,614
15446,RegionE,614
34041,RegionE,614
44660,RegionE,614
48760,RegionE,614
6371,RegionE,615
8937,RegionE,615
13651,RegionE,615
19788,RegionE,615
21973,RegionE,615
32421,RegionE,615
36194,RegionE,615
49876,RegionE,615
3832,RegionE,616
7672,RegionE,616
19824,RegionE,616
23672,RegionE,616
27311,RegionE,616
46122,RegionE,616
47627,RegionE,616
7255,RegionE,617
14787,RegionE,617
21553,RegionE,617
28202,RegionE,617
32082,RegionE,617
42327,RegionE,617
12592,RegionE,618
20527,RegionE,618
20561,RegionE,618
24131,RegionE,618
28618,RegionE,618
43272,RegionE,618
43867,RegionE,618
10652,RegionE,619
11405,RegionE,619
13309,RegionE,619
13794,RegionE,619
18608,RegionE,619
21627,RegionE,619
34598,RegionE,619
37232,RegionE,619
42495,RegionE,619
1150,RegionE,620
3616,RegionE,620
11107,RegionE,620
15541,RegionE,620
24008,RegionE,620
35773,RegionE,620
46062,RegionE,620
9098,RegionE,621
10634,RegionE,621
17247,RegionE,621
18579,RegionE,621
22899,RegionE,621
44517,RegionE,621
45308,RegionE,621
49457,RegionE,621
17581,RegionE,622
35830,RegionE,622
549,RegionE,623
7661,RegionE,623
13726,RegionE,623
15251,RegionE,623
17951,RegionE,623
27693,RegionE,623
39041,RegionE,623
39942,RegionE,623
46772,RegionE,623
1373,RegionE,624
30436,RegionE,624
31776,RegionE,624
36865,RegionE,624
40889,RegionE,624
716,RegionE,625
14388,RegionE,625
16635,RegionE,625
32385,RegionE,625
39370,RegionE,625
44301,RegionE,625
47050,RegionE,625
9347,RegionE,626
13815,RegionE,626
14311,RegionE,626
30630,RegionE,626
1248,RegionE,627
2227,RegionE,627
8212,RegionE,627
15084,RegionE,627
39948,RegionE,627
44132,RegionE,627
5482,RegionE,628
16859,RegionE,628
21811,RegionE,628
24466,RegionE,628
31807,RegionE,628
42695,RegionE,628
48908,RegionE,628
4364,RegionE,629
14341,RegionE,629
17479,RegionE,629
39945,RegionE,629
40204,RegionE,629
9140,RegionE,630
10083,RegionE,630
11593,RegionE,630
14293,RegionE,630
17618,RegionE,630
20968,RegionE,630
3474,RegionE,631
4383,RegionE,631
11540,RegionE,631
11903,RegionE,631
11996,RegionE,631
14034,RegionE,631
25399,RegionE,631
37797,RegionE,631
557,RegionE,632
652,RegionE,632
5768,RegionE,632
13750,RegionE,632
17663,RegionE,632
19658,RegionE,632
29505,RegionE,632
40871,RegionE,632
46635,RegionE,632
48102,RegionE,632
214,RegionE,633
10260,RegionE,633
11303,RegionE,633
13069,RegionE,633
17949,RegionE,633
21455,RegionE,633
26547,RegionE,633
41063,RegionE,633
44443,RegionE,633
18672,RegionE,634
46097,RegionE,634
47156,RegionE,634
1299,RegionE,635
17759,RegionE,635
18528,RegionE,635
22050,RegionE,635
28113,RegionE,635
29771,RegionE,635
30482,RegionE,635
2837,RegionE,636
3323,RegionE,636
13054,RegionE,636
29801,RegionE,636
47713,RegionE,636
2859,RegionE,637
7166,RegionE,637
15017,RegionE,637
29502,RegionE,637
41949,RegionE,637
42084,RegionE,637
7490,RegionE,638
14903,RegionE,638
37728,RegionE,638
38864,RegionE,638
3875,RegionE,639
14981,RegionE,639
15340,RegionE,639
16995,RegionE,639
28296,RegionE,639
29500,RegionE,639
32881,RegionE,639
35451,RegionE,639
36450,RegionE,639
47973,RegionE,639
2482,RegionE,640
7576,RegionE,640
11493,RegionE,640
20027,RegionE,640
23660,RegionE,640
24258,RegionE,640
24549,RegionE,640
25495,RegionE,640
28379,RegionE,640
29515,RegionE,640
6849,RegionE,641
9208,RegionE,641
13026,RegionE,641
23445,RegionE,641
38403,RegionE,641
42469,RegionE,641
46475,RegionE,641
3752,RegionE,642
5870,RegionE,642
14021,RegionE,642
15153,RegionE,642
23634,RegionE,642
27969,RegionE,642
28977,RegionE,642
38466,RegionE,642
40018,RegionE,642
41691,RegionE,642
41923,RegionE,642
42813,RegionE,642
3137,RegionE,643
10906,RegionE,643
11221,RegionE,643
12285,RegionE,643
16600,RegionE,643
21432,RegionE,643
25234,RegionE,643
25737,RegionE,643
752,RegionE,644
1783,RegionE,644
8828,RegionE,644
17743,RegionE,644
37180,RegionE,644
11816,RegionE,645
14764,RegionE,645
17343,RegionE,645
21938,RegionE,645
22550,RegionE,645
23251,RegionE,645
36648,RegionE,645
42424,RegionE,645
43762,RegionE,645
15151,RegionE,646
19553,RegionE,646
20850,RegionE,646
24218,RegionE,646
29711,RegionE,646
36500,RegionE,646
39940,RegionE,646
74,RegionE,647
3013,RegionE,647
13992,RegionE,647
22373,RegionE,647
31051,RegionE,647
41125,RegionE,647
48075,RegionE,647
5961,RegionE,648
7474,RegionE,648
11649,RegionE,648
20054,RegionE,648
24559,RegionE,648
25418,RegionE,648
34719,RegionE,648
2917,RegionE,649
8445,RegionE,649
9445,RegionE,649
10436,RegionE,649
44273,RegionE,649
9383,RegionE,650
13936,RegionE,650
19853,RegionE,650
25128,RegionE,650
29978,RegionE,650
29989,RegionE,650
32537,RegionE,650
39522,RegionE,650
41579,RegionE,650
295,RegionE,651
17050,RegionE,651
18242,RegionE,651
39894,RegionE,651
220,RegionE,652
2552,RegionE,652
5376,RegionE,652
7227,RegionE,652
9150,RegionE,652
10034,RegionE,652
13650,RegionE,652
30517,RegionE,652
30651,RegionE,652
39424,RegionE,652
40988,RegionE,652
17340,RegionE,653
23693,RegionE,653
26760,RegionE,653
30182,RegionE,653
35514,RegionE,653
47311,RegionE,653
49775,RegionE,653
8571,RegionE,654
13791,RegionE,654
15867,RegionE,654
18224,RegionE,654
27047,RegionE,654
39104,RegionE,654
41497,RegionE,654
46176,RegionE,654
49942,RegionE,654
13292,RegionE,655
15766,RegionE,655
24064,RegionE,655
37802,RegionE,655
43625,RegionE,655
2241,RegionE,656
7849,RegionE,656
13891,RegionE,656
18125,RegionE,656
18155,RegionE,656
22213,RegionE,656
30174,RegionE,656
31865,RegionE,656
36704,RegionE,656
4012,RegionE,657
4178,RegionE,657
9461,RegionE,657
38343,RegionE,658
1985,RegionE,659
22595,RegionE,659
32227,RegionE,659
40720,RegionE,659
49588,RegionE,659
5077,RegionE,660
5914,RegionE,660
8392,RegionE,660
16119,RegionE,660
40139,RegionE,660
45200,RegionE,660
6927,RegionE,661
14890,RegionE,661
23487,RegionE,661
2665,RegionE,662
9283,RegionE,662
10747,RegionE,662
17931,RegionE,662
27978,RegionE,662
32157,RegionE,662
34965,RegionE,662
35622,RegionE,662
43414,RegionE,662
44173,RegionE,662
44642,RegionE,662
44778,RegionE,662
888,RegionE,663
3595,RegionE,663
4491,RegionE,663
10423,RegionE,663
11274,RegionE,663
18749,RegionE,663
22573,RegionE,663
25951,RegionE,663
44139,RegionE,663
46974,RegionE,663
9944,RegionE,664
11367,RegionE,664
13692,RegionE,664
24830,RegionE,664
27642,RegionE,664
40102,RegionE,664
1217,RegionE,665
24798,RegionE,665
29495,RegionE,665
31411,RegionE,665
32807,RegionE,665
36924,RegionE,665
42804,RegionE,665
5889,RegionE,666
7190,RegionE,666
9184,RegionE,666
10180,RegionE,666
19825,RegionE,666
20898,RegionE,666
30578,RegionE,666
33243,RegionE,666
40906,RegionE,666
42726,RegionE,666
3971,RegionE,667
8508,RegionE,667
10345,RegionE,667
32779,RegionE,667
32835,RegionE,667
38022,RegionE,667
38090,RegionE,667
43576,RegionE,667
3952,RegionE,668
5471,RegionE,668
5766,RegionE,668
10660,RegionE,668
16314,RegionE,668
19649,RegionE,668
23816,RegionE,668
24065,RegionE,668
46745,RegionE,668
4339,RegionE,669
14208,RegionE,669
17513,RegionE,669
25860,RegionE,669
28096,RegionE,669
45419,RegionE,669
49102,RegionE,669
5389,RegionE,670
22253,RegionE,670
25272,RegionE,670
25728,RegionE,670
26056,RegionE,670
33352,RegionE,670
36227,RegionE,670
37002,RegionE,670
41977,RegionE,670
21361,RegionE,671
22968,RegionE,671
24184,RegionE,671
36164,RegionE,671
43096,RegionE,671
5177,RegionE,672
10799,RegionE,672
16524,RegionE,672
30427,RegionE,672
34141,RegionE,672
35484,RegionE,672
47805,RegionE,672
4550,RegionE,673
10118,RegionE,673
11536,RegionE,673
13163,RegionE,673
28941,RegionE,673
29592,RegionE,673
33228,RegionE,673
36473,RegionE,673
37326,RegionE,673
9614,RegionE,674
18956,RegionE,674
24176,RegionE,674
24516,RegionE,674
39057,RegionE,674
47440,RegionE,674
1990,RegionE,675
4331,RegionE,675
5060,RegionE,675
5881,RegionE,675
17020,RegionE,675
26298,RegionE,675
32962,RegionE,675
33297,RegionE,675
35510,RegionE,675
45202,RegionE,675
16890,RegionE,676
21518,RegionE,676
22538,RegionE,676
37759,RegionE,676
37998,RegionE,676
1688,RegionE,677
2299,RegionE,677
7216,RegionE,677
14103,RegionE,677
18063,RegionE,677
25444,RegionE,677
26448,RegionE,677
35173,RegionE,677
37426,RegionE,677
2580,RegionE,678
6822,RegionE,678
9106,RegionE,678
18899,RegionE,678
21997,RegionE,678
24442,RegionE,678
28968,RegionE,678
44121,RegionE,678
5235,RegionE,679
26178,RegionE,679
33211,RegionE,679
36957,RegionE,679
14821,RegionE,680
22368,RegionE,680
30662,RegionE,680
41678,RegionE,680
571,RegionE,681
3214,RegionE,681
24733,RegionE,681
47561,RegionE,681
8987,RegionE,682
47719,RegionE,682
2272,RegionE,683
9031,RegionE,683
13531,RegionE,683
15826,RegionE,683
15860,RegionE,683
11487,RegionE,684
14955,RegionE,684
18607,RegionE,684
25915,RegionE,684
32384,RegionE,684
35386,RegionE,684
36423,RegionE,684
42529,RegionE,684
48291,RegionE,684
1614,RegionE,685
6161,RegionE,685
8147,RegionE,685
16822,RegionE,685
2611,RegionE,686
10124,RegionE,686
10188,RegionE,686
11261,RegionE,686
16547,RegionE,686
26366,RegionE,686
33637,RegionE,686
36299,RegionE,686
46927,RegionE,686
49653,RegionE,686
355,RegionE,687
1963,RegionE,687
22690,RegionE,687
29375,RegionE,687
46324,RegionE,687
48409,RegionE,687
5317,RegionE,688
21842,RegionE,688
37908,RegionE,688
44078,RegionE,688
1381,RegionE,689
9386,RegionE,689
13478,RegionE,689
18093,RegionE,689
29631,RegionE,689
31357,RegionE,689
32793,RegionE,689
33886,RegionE,689
38716,RegionE,689
41202,RegionE,689
43620,RegionE,689
44629,RegionE,689
19114,RegionE,690
35550,RegionE,690
36517,RegionE,690
42668,RegionE,690
46629,RegionE,690
10812,RegionE,691
11648,RegionE,691
13382,RegionE,691
22689,RegionE,691
32344,RegionE,691
36719,RegionE,691
43997,RegionE,691
45789,RegionE,691
46729,RegionE,691
7494,RegionE,692
13565,RegionE,692
15670,RegionE,692
19238,RegionE,692
25054,RegionE,692
25531,RegionE,692
38692,RegionE,692
42971,RegionE,692
43222,RegionE,692
49433,RegionE,692
3093,RegionE,693
14942,RegionE,693
22118,RegionE,693
30780,RegionE,693
36688,RegionE,693
44326,RegionE,693
5784,RegionE,694
20676,RegionE,694
20902,RegionE,694
26846,RegionE,694
28491,RegionE,694
28990,RegionE,694
31240,RegionE,694
33332,RegionE,694
48186,RegionE,694
4125,RegionE,695
10837,RegionE,695
10840,RegionE,695
22568,RegionE,695
29286,RegionE,695
29895,RegionE,695
47939,RegionE,695
1984,RegionE,696
4279,RegionE,696
33968,RegionE,696
35814,RegionE,696
44373,RegionE,696
6231,RegionE,697
13401,RegionE,697
16102,RegionE,697
21716,RegionE,697
21783,RegionE,697
27373,RegionE,697
29523,RegionE,697
44402,RegionE,697
45763,RegionE,697
2606,RegionE,698
4773,RegionE,698
5555,RegionE,698
6072,RegionE,698
7164,RegionE,698
11879,RegionE,698
18568,RegionE,698
28440,RegionE,698
40653,RegionE,698
48892,RegionE,698
3666,RegionE,699
7006,RegionE,699
12269,RegionE,699
12387,RegionE,699
17380,RegionE,699
34354,RegionE,699
48310,RegionE,699
6193,RegionE,700
12087,RegionE,700
12191,RegionE,700
41865,RegionE,700
44027,RegionE,700
48765,RegionE,700
3750,RegionE,701
4902,RegionE,701
9964,RegionE,701
21094,RegionE,701
34000,RegionE,701
49954,RegionE,701
10007,RegionE,702
22346,RegionE,702
41635,RegionE,702
790,RegionE,703
3850,RegionE,703
4019,RegionE,703
17151,RegionE,703
17448,RegionE,703
19348,RegionE,703
20813,RegionE,703
25861,RegionE,703
31435,RegionE,703
7926,RegionE,704
13390,RegionE,704
33719,RegionE,704
40192,RegionE,704
41511,RegionE,704
45322,RegionE,704
47892,RegionE,704
48331,RegionE,704
3985,RegionE,705
9577,RegionE,705
10528,RegionE,705
31244,RegionE,705
1588,RegionE,706
5410,RegionE,706
10449,RegionE,706
11305,RegionE,706
15978,RegionE,706
16389,RegionE,706
19268,RegionE,706
24489,RegionE,706
24846,RegionE,706
27710,RegionE,706
40313,RegionE,706
43606,RegionE,706
47303,RegionE,706
48293,RegionE,706
1013,RegionE,707
15734,RegionE,707
23229,RegionE,707
29166,RegionE,707
34085,RegionE,707
34187,RegionE,707
36578,RegionE,707
38615,RegionE,707
41257,RegionE,707
46912,RegionE,707
3047,RegionE,708
6148,RegionE,708
7132,RegionE,708
32087,RegionE,708
35054,RegionE,708
36979,RegionE,708
38074,RegionE,708
41358,RegionE,708
47175,RegionE,708
47356,RegionE,708
1160,RegionE,709
32033,RegionE,709
33616,RegionE,709
41526,RegionE,709
44359,RegionE,709
4263,RegionE,710
22417,RegionE,710
27434,RegionE,710
40432,RegionE,710
46556,RegionE,710
5117,RegionE,711
7106,RegionE,711
24517,RegionE,711
28583,RegionE,711
38398,RegionE,711
44112,RegionE,711
1861,RegionE,712
8655,RegionE,712
8747,RegionE,712
30302,RegionE,712
49241,RegionE,712
4891,RegionE,713
15117,RegionE,713
15131,RegionE,713
21006,RegionE,713
28967,RegionE,713
43798,RegionE,713
676,RegionE,714
25948,RegionE,714
26598,RegionE,714
38550,RegionE,714
8620,RegionE,715
16534,RegionE,715
22345,RegionE,715
24627,RegionE,715
30880,RegionE,715
34838,RegionE,715
37695,RegionE,715
40212,RegionE,715
2704,RegionE,716
3347,RegionE,716
3921,RegionE,716
10484,RegionE,716
24961,RegionE,716
37317,RegionE,716
37671,RegionE,716
947,RegionE,717
5043,RegionE,717
9015,RegionE,717
17145,RegionE,717
22867,RegionE,717
27667,RegionE,717
34677,RegionE,717
3535,RegionE,718
5134,RegionE,718
14956,RegionE,718
19141,RegionE,718
35115,RegionE,718
1764,RegionE,719
13171,RegionE,719
18781,RegionE,719
46644,RegionE,719
49811,RegionE,719
16059,RegionE,720
19322,RegionE,720
32050,RegionE,720
45940,RegionE,720
46203,RegionE,720
375,RegionE,721
11948,RegionE,721
17656,RegionE,721
18746,RegionE,721
24040,RegionE,721
26030,RegionE,721
48909,RegionE,721
3714,RegionE,722
32360,RegionE,722
40560,RegionE,722
42446,RegionE,722
46056,RegionE,722
6806,RegionE,723
7549,RegionE,723
8756,RegionE,723
14546,RegionE,723
19379,RegionE,723
28358,RegionE,723
29951,RegionE,723
37397,RegionE,723
45108,RegionE,723
48318,RegionE,723
2180,RegionE,724
6039,RegionE,724
13748,RegionE,724
15217,RegionE,724
18511,RegionE,724
22103,RegionE,724
28552,RegionE,724
31338,RegionE,724
33278,RegionE,724
33732,RegionE,724
35369,RegionE,724
37682,RegionE,724
39990,RegionE,724
47657,RegionE,724
4755,RegionE,725
9452,RegionE,725
9934,RegionE,725
11016,RegionE,725
12104,RegionE,725
12497,RegionE,725
23241,RegionE,725
36050,RegionE,725
19996,RegionE,726
22748,RegionE,726
31513,RegionE,726
33030,RegionE,726
8060,RegionE,727
9160,RegionE,727
11042,RegionE,727
12853,RegionE,727
14759,RegionE,727
20525,RegionE,727
26642,RegionE,727
34032,RegionE,727
42320,RegionE,727
45083,RegionE,727
3600,RegionE,728
5087,RegionE,728
20812,RegionE,728
29420,RegionE,728
33706,RegionE,728
38198,RegionE,728
41744,RegionE,728
42701,RegionE,728
47322,RegionE,728
4378,RegionE,729
8519,RegionE,729
16137,RegionE,729
16992,RegionE,729
22415,RegionE,729
29564,RegionE,729
46162,RegionE,729
46900,RegionE,729
49166,RegionE,729
3270,RegionE,730
7048,RegionE,730
23592,RegionE,730
27898,RegionE,730
34446,RegionE,730
36185,RegionE,730
39815,RegionE,730
7384,RegionE,731
13455,RegionE,731
33503,RegionE,731
34656,RegionE,731
38019,RegionE,731
39512,RegionE,731
40240,RegionE,731
40886,RegionE,731
48735,RegionE,731
48812,RegionE,731
2656,RegionE,732
3827,RegionE,732
6686,RegionE,732
7295,RegionE,732
8998,RegionE,732
9001,RegionE,732
15467,RegionE,732
23268,RegionE,732
28918,RegionE,732
29557,RegionE,732
7088,RegionE,733
9293,RegionE,733
11264,RegionE,733
19736,RegionE,733
20012,RegionE,733
22750,RegionE,733
28173,RegionE,733
35823,RegionE,733
422,RegionE,734
3936,RegionE,734
7027,RegionE,734
19776,RegionE,734
26148,RegionE,734
38916,RegionE,734
7259,RegionE,735
12081,RegionE,735
13612,RegionE,735
37168,RegionE,735
42252,RegionE,735
1903,RegionE,736
3297,RegionE,736
6697,RegionE,736
24972,RegionE,736
27567,RegionE,736
43316,RegionE,736
1282,RegionE,737
21559,RegionE,737
25722,RegionE,737
32306,RegionE,737
863,RegionE,738
2178,RegionE,738
4292,RegionE,738
12667,RegionE,738
13215,RegionE,738
15112,RegionE,738
16485,RegionE,738
34002,RegionE,738
40348,RegionE,738
41468,RegionE,738
4350,RegionE,739
6615,RegionE,739
21058,RegionE,739
27216,RegionE,739
36062,RegionE,739
38026,RegionE,739
46216,RegionE,739
49404,RegionE,739
3247,RegionE,740
3537,RegionE,740
21954,RegionE,740
26662,RegionE,740
28864,RegionE,740
28914,RegionE,740
36332,RegionE,740
12661,RegionE,741
24213,RegionE,741
31858,RegionE,741
34870,RegionE,741
38023,RegionE,741
39173,RegionE,741
11849,RegionE,742
15141,RegionE,742
19192,RegionE,742
19972,RegionE,742
20048,RegionE,742
27345,RegionE,742
30720,RegionE,742
49448,RegionE,742
488,RegionE,743
2906,RegionE,743
5739,RegionE,743
7681,RegionE,743
11468,RegionE,743
12343,RegionE,743
14731,RegionE,743
21529,RegionE,743
23877,RegionE,743
10277,RegionE,744
11462,RegionE,744
24328,RegionE,744
48788,RegionE,744
4267,RegionE,745
17259,RegionE,745
18812,RegionE,745
24764,RegionE,745
48182,RegionE,745
3858,RegionE,746
5585,RegionE,746
13294,RegionE,746
18466,RegionE,746
23952,RegionE,746
36964,RegionE,746
47549,RegionE,746
49152,RegionE,746
10105,RegionE,747
21503,RegionE,747
25113,RegionE,747
32697,RegionE,747
36921,RegionE,747
42928,RegionE,747
2733,RegionE,748
8758,RegionE,748
13472,RegionE,748
25447,RegionE,748
31674,RegionE,748
41384,RegionE,748
45109,RegionE,748
11599,RegionE,749
21001,RegionE,749
21867,RegionE,749
41966,RegionE,749
12871,RegionE,750
31991,RegionE,750
34790,RegionE,750
40288,RegionE,750
42019,RegionE,750
44651,RegionE,750
47548,RegionE,750
17434,RegionE,751
20175,RegionE,751
30685,RegionE,751
49387,RegionE,751
11229,RegionE,752
11232,RegionE,752
15149,RegionE,752
28316,RegionE,752
29366,RegionE,752
40535,RegionE,752
43436,RegionE,752
44218,RegionE,752
1385,RegionE,753
2770,RegionE,753
6459,RegionE,753
12341,RegionE,753
27986,RegionE,753
44559,RegionE,753
45238,RegionE,753
46399,RegionE,753
33803,RegionE,754
39647,RegionE,754
41796,RegionE,754
44006,RegionE,754
6655,RegionE,755
13180,RegionE,755
13741,RegionE,755
17489,RegionE,755
22091,RegionE,755
7775,RegionE,756
9355,RegionE,756
10335,RegionE,756
20220,RegionE,756
20294,RegionE,756
21660,RegionE,756
26991,RegionE,756
35459,RegionE,756
42101,RegionE,756
45167,RegionE,756
2014,RegionE,757
5652,RegionE,757
5740,RegionE,757
8373,RegionE,757
11010,RegionE,757
11976,RegionE,757
21767,RegionE,757
24244,RegionE,757
29303,RegionE,757
30089,RegionE,757
40285,RegionE,757
4024,RegionE,758
19461,RegionE,758
21046,RegionE,758
27746,RegionE,758
32758,RegionE,758
35195,RegionE,758
35389,RegionE,758
41217,RegionE,758
45416,RegionE,758
2964,RegionE,759
11457,RegionE,759
23187,RegionE,759
23198,RegionE,759
24496,RegionE,759
44982,RegionE,759
1454,RegionE,760
1599,RegionE,760
8117,RegionE,760
16068,RegionE,760
19840,RegionE,760
27709,RegionE,760
37069,RegionE,760
39476,RegionE,760
43982,RegionE,760
44841,RegionE,760
49014,RegionE,760
6168,RegionE,761
8985,RegionE,761
11065,RegionE,761
13105,RegionE,761
13739,RegionE,761
26289,RegionE,761
30992,RegionE,761
42680,RegionE,761
43918,RegionE,761
7972,RegionE,762
16680,RegionE,762
32136,RegionE,762
45372,RegionE,762
46390,RegionE,762
4395,RegionE,763
5256,RegionE,763
11718,RegionE,763
15851,RegionE,763
20856,RegionE,763
21704,RegionE,763
42106,RegionE,763
45439,RegionE,763
47744,RegionE,763
2016,RegionE,764
11420,RegionE,764
45732,RegionE,764
48838,RegionE,764
12116,RegionE,765
14102,RegionE,765
21956,RegionE,765
35811,RegionE,765
35986,RegionE,765
40373,RegionE,765
48416,RegionE,765
49722,RegionE,765
4429,RegionE,766
6271,RegionE,766
14579,RegionE,766
23676,RegionE,766
26498,RegionE,766
28340,RegionE,766
930,RegionE,767
12726,RegionE,767
13758,RegionE,767
20895,RegionE,767
22164,RegionE,767
26691,RegionE,767
5893,RegionE,768
7030,RegionE,768
9682,RegionE,768
20627,RegionE,768
25008,RegionE,768
28334,RegionE,768
31880,RegionE,768
32042,RegionE,768
36744,RegionE,768
40575,RegionE,768
43518,RegionE,768
47130,RegionE,768
4981,RegionE,769
5747,RegionE,769
7793,RegionE,769
22779,RegionE,769
31592,RegionE,769
9439,RegionE,770
18752,RegionE,770
23454,RegionE,770
30544,RegionE,770
32822,RegionE,770
37772,RegionE,770
37976,RegionE,770
42863,RegionE,770
2210,RegionE,771
5003,RegionE,771
8079,RegionE,771
8109,RegionE,771
11512,RegionE,771
11840,RegionE,771
24871,RegionE,771
28682,RegionE,771
30069,RegionE,771
542,RegionE,772
1300,RegionE,772
2870,RegionE,772
12078,RegionE,772
16154,RegionE,772
22613,RegionE,772
22825,RegionE,772
34708,RegionE,772
45833,RegionE,772
4043,RegionE,773
21943,RegionE,773
25401,RegionE,773
34281,RegionE,773
35994,RegionE,773
38434,RegionE,773
3840,RegionE,774
16597,RegionE,774
21682,RegionE,774
29198,RegionE,774
36092,RegionE,774
46455,RegionE,774
4291,RegionE,775
10928,RegionE,775
15441,RegionE,776
21963,RegionE,776
22336,RegionE,776
35329,RegionE,776
48507,RegionE,776
663,RegionE,777
2969,RegionE,777
17626,RegionE,777
22927,RegionE,777
32008,RegionE,777
36434,RegionE,777
42135,RegionE,777
6545,RegionE,778
23782,RegionE,778
27554,RegionE,778
38535,RegionE,778
38965,RegionE,778
39855,RegionE,778
48299,RegionE,778
119,RegionE,779
6857,RegionE,779
22055,RegionE,779
28755,RegionE,779
38950,RegionE,779
40808,RegionE,779
45969,RegionE,779
49481,RegionE,779
2339,RegionE,780
3090,RegionE,780
19737,RegionE,780
36633,RegionE,780
43083,RegionE,780
47584,RegionE,780
48823,RegionE,780
23216,RegionE,781
41008,RegionE,781
41462,RegionE,781
49495,RegionE,781
49706,RegionE,781
7149,RegionE,782
7708,RegionE,782
15402,RegionE,782
36391,RegionE,782
42544,RegionE,782
44409,RegionE,782
46316,RegionE,782
9411,RegionE,783
11171,RegionE,783
14340,RegionE,783
16675,RegionE,783
