Hour,energy|RegionA|renewable_pred,energy|RegionA|renewable_actual,energy|RegionB|renewable_pred,energy|RegionB|renewable_actual,energy|RegionC|renewable_pred,energy|RegionC|renewable_actual,energy|RegionD|renewable_pred,energy|RegionD|renewable_actual,energy|RegionE|renewable_pred,energy|RegionE|renewable_actual,energy|RegionF|renewable_pred,energy|RegionF|renewable_actual,energy|RegionA|price_pred,energy|RegionA|price_actual,energy|RegionB|price_pred,energy|RegionB|price_actual,energy|RegionC|price_pred,energy|RegionC|price_actual,energy|RegionD|price_pred,energy|RegionD|price_actual,energy|RegionE|price_pred,energy|RegionE|price_actual,energy|RegionF|price_pred,energy|RegionF|price_actual,energy|RegionA|carbon_pred,energy|RegionA|carbon_actual,energy|RegionB|carbon_pred,energy|RegionB|carbon_actual,energy|RegionC|carbon_pred,energy|RegionC|carbon_actual,energy|RegionD|carbon_pred,energy|RegionD|carbon_actual,energy|RegionE|carbon_pred,energy|RegionE|carbon_actual,energy|RegionF|carbon_pred,energy|RegionF|carbon_actual,energy|RegionA|nonai_pred,energy|RegionA|nonai_actual,energy|RegionB|nonai_pred,energy|RegionB|nonai_actual,energy|RegionC|nonai_pred,energy|RegionC|nonai_actual,energy|RegionD|nonai_pred,energy|RegionD|nonai_actual,energy|RegionE|nonai_pred,energy|RegionE|nonai_actual,energy|RegionF|nonai_pred,energy|RegionF|nonai_actual
1148,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,1079.9593636990357,1035.4,1027.999640619501,992.26,990.2435296688767,963.49,641.969479010568,618.36,559.3162503439223,546.46,603.8577485287838,575.22,0.6199774739536938,0.6167,0.5801352688790441,0.5769,0.5500302128126383,0.5471,0.4200584048806939,0.4178,0.21998625217187676,0.2188,0.2599339125877185,0.2586,264.89536921027934,221.544667,218.59491962049887,231.741333,222.07574105968595,215.834667,148.13394721687553,187.664667,126.71395978449063,188.212667,140.23702803773608,138.208
1149,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,1079.9367129751956,1035.6,1027.9972497562928,992.45,990.2114514793432,963.69,641.9436054856171,618.49,559.3162483150809,546.57,603.929600582394,575.34,0.6329032924875857,0.6291,0.5920292583353607,0.5885,0.5613205000172391,0.558,0.4286688937560443,0.4261,0.22452673013871735,0.2232,0.26538734429864014,0.2638,276.8793688294642,236.889333,241.4962840378004,233.774667,237.1049829463598,251.7,175.1268078500973,174.77,139.83912236825,218.833333,162.32525632166946,175.171667
1150,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,690.4161649548122,642.93,654.4601905968104,616.14,627.4079108026023,598.28,409.5767899173307,383.97,353.6852973172294,339.32,387.8813339300371,357.18,0.6431052292979309,0.6397,0.6015701893498149,0.5984,0.5705113964159194,0.5675,0.4356017679906841,0.4333,0.2281769674449222,0.227,0.26970923761945986,0.2683,291.9856287379807,276.256,262.4697358507228,248.31,262.39298326628295,264.493667,175.73618234461037,172.946667,163.59606376010902,252.958333,197.49928808021718,210.221
1151,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,689.3430957952266,643.08,653.5998724325976,616.29,626.2007272089135,598.42,409.0403917563717,384.06,353.0744858934215,339.4,387.4544090383631,357.27,0.6516646315470228,0.648,0.609553516616983,0.6062,0.5780760443739614,0.5748,0.44142386346240403,0.439,0.23119988759490373,0.2299,0.27323049699666185,0.2717,321.1835197527008,286.795333,284.2255471956729,268.489333,290.4134652825054,268.020667,183.5255361335769,213.764667,180.49349624546525,297.676,229.46080950680513,216.902667
1152,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,513.0656105066727,464.56,485.084723981548,445.21,462.4502311659684,432.3,303.85965478377204,277.45,260.28939590780993,245.19,289.26042672505014,258.09,0.6571051619373329,0.6534,0.6146338712479696,0.6112,0.5828845046813841,0.5796,0.4450893283658916,0.4426,0.23311730358097363,0.2318,0.2755081410533752,0.274,355.5813385041607,351.970667,319.0934412554226,323.200333,317.2455655631263,303.490667,224.7140832956353,253.968,227.18956320574165,326.628333,244.53462217504367,309.186
1153,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,513.0160090494519,464.69,485.09709560011265,445.33,462.41718454559026,432.42,303.76472240755396,277.52,260.233240042718,245.25,289.3515393174211,258.16,0.6592348042657765,0.6555,0.616570236052683,0.6132,0.5847660048969603,0.5815,0.4465305450141433,0.444,0.23392578850983592,0.2326,0.2764234800688501,0.2749,395.40865127408256,379.78,346.7713309624173,352.856,342.30322585640664,364.376667,253.96273273392814,299.625333,250.77402586180267,352.764667,296.8763785663056,309.989333
1154,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,512.647032110847,464.82,484.5353665179145,445.45,462.1763705064894,432.54,303.602271584332,277.6,260.0638014792069,245.32,289.16681767237594,258.23,0.658209561832628,0.6543,0.6156558476386202,0.6121,0.5837583829353781,0.5804,0.44581962708553863,0.4432,0.23351066599601744,0.2322,0.27598064169259706,0.2744,416.7404385849424,376.380667,360.86012875397955,350.316,363.6165920234328,362.268,275.35109326924606,343.535333,285.3181392328914,314.6,328.94575383557384,349.752
1155,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,512.8154065302863,464.96,484.6384243600271,445.59,462.3516221855904,432.67,303.6580410897728,277.69,260.1291787749713,245.4,289.26328016649313,258.31,0.6537179336894359,0.6498,0.611503197421206,0.6079,0.5798997347910106,0.5764,0.4428187247388123,0.4402,0.23200485188842687,0.2306,0.27412683014376693,0.2725,412.2984762291467,385.910667,353.04303189191904,355.183333,359.43226091596904,367.537333,304.034415141171,335.238,297.9539738985094,390.517,352.407124904838,347.218
1156,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,512.7652278702321,465.11,484.6183323693091,445.73,462.31081861340715,432.81,303.62421534129714,277.77,260.14743145599823,245.47,289.21988773065704,258.39,0.6461807969907584,0.6424,0.6044699624188821,0.601,0.5732603764758315,0.5699,0.4377002666182195,0.4352,0.2292872167151916,0.228,0.2710003039491264,0.2694,419.20074421405764,385.366667,357.00161813301145,374.235667,362.57688179791165,371.02,313.2700857085894,362.439333,325.6573447710324,400.938667,356.4843033204526,354.504
1157,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,512.5429445548006,465.26,484.35609805607896,445.88,462.1846179588587,432.95,303.4354195181624,277.86,260.01626442958434,245.55,289.15398265920976,258.48,0.6367874521379376,0.6327,0.5957008070427435,0.5919,0.5649126775881823,0.5612,0.4313973858829987,0.4286,0.22594291982419062,0.2245,0.2670442710323824,0.2653,418.2332712610744,388.37,373.6427412342149,376.914,364.95457001449245,371.317333,327.87767772222395,399.478667,337.7285758142525,388.238,364.10232872212583,392.776
1158,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,511.9956566844001,465.42,484.0759395283566,446.03,461.6038231294165,433.1,303.20201928319614,277.96,259.80653567531397,245.64,288.9000362490339,258.57,0.6254368933422466,0.6212,0.5851103292037372,0.5812,0.554819188675421,0.5511,0.423672491832383,0.4208,0.2218904542809082,0.2204,0.26230493587969256,0.2605,421.90952578642,394.326667,374.90620354529847,382.830667,363.1880065119422,366.936,359.9861152492709,394.223333,336.8567112980977,426.981667,374.17571010236276,400.464667
1159,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,763.9875947028421,716.29,725.290166552331,686.44,696.0332533984732,666.54,453.45292731797207,427.78,392.5602654504116,378.04,428.47531521269894,397.94,0.6129934199136327,0.609,0.5736098210715335,0.5697,0.543654911073223,0.5402,0.41519013081940886,0.4125,0.21744824619930372,0.2161,0.2571512919963441,0.2554,423.8956462088338,384.305333,378.35355551769607,380.34,361.355628023291,365.116,355.69375916065013,359.627,341.93009767101097,411.961333,369.5590523560496,390.111333
1160,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,764.0657316317111,716.55,725.4683422363528,686.69,696.1295544070181,666.79,453.583389764224,427.94,392.65898708845396,378.18,428.7332597180767,398.08,0.6010454333750109,0.5967,0.5621019767910258,0.5582,0.533461148639262,0.5293,0.4073752287718879,0.4042,0.21319047030046642,0.2117,0.25206990193790146,0.2502,414.04343343035254,383.56,375.3869776263531,377.970667,360.92422479808124,375.704333,327.9132375327213,392.958,335.8440217558473,369.567667,343.71751968552087,393.320667
1161,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,764.831182955368,716.82,726.0478751884913,686.95,696.6816704888068,667.04,453.8973561045492,428.1,392.99137897982206,378.32,429.029562504271,398.23,0.5909242734302659,0.5853,0.5528235547709621,0.5475,0.5236533544161088,0.5192,0.40024460615200147,0.3965,0.2095870518057631,0.2077,0.2476860564419569,0.2455,413.07728589778526,383.437333,372.67965342644123,379.074667,368.4297725641074,381.78,332.4368746958859,412.737667,306.797475084639,371.056667,328.34774313205236,349.840667
1162,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,765.1570595722644,717.1,726.358817255064,687.22,697.0364435563087,667.3,454.08051502858905,428.27,393.19088393415996,378.47,429.1855688407818,398.39,0.580166365328352,0.5756,0.5430739313222752,0.5385,0.514397841859676,0.5106,0.3928684007863866,0.3899,0.20587376357976406,0.2043,0.24321916802505525,0.2414,407.14601426925276,376.357333,373.7257601564239,380.132,367.03696777096724,347.322,315.65447065128865,352.984667,281.2490495480849,366.817333,299.61229933469576,315.804667
1163,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,765.4255874696734,717.39,726.501320318758,687.5,697.258303235949,667.57,454.18517782767583,428.44,393.30008719167876,378.62,429.31083475638445,398.55,0.5724376213667179,0.5684,0.5356194623904554,0.5317,0.5078673947734601,0.5042,0.3877402138525085,0.385,0.20308024541039837,0.2017,0.24008422159415685,0.2383,385.93769059940473,350.380667,362.9210691005552,343.802,342.2986459903738,348.167333,267.58484986941255,300.94,246.51917641501566,327.528667,291.026007277199,348.653333
1164,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,765.5225999390535,717.69,726.6798824571305,687.78,697.4653259839126,667.85,454.2763460124455,428.62,393.39943821847737,378.78,429.3859857856158,398.71,0.5684333766637293,0.564,0.5313774905195904,0.5276,0.5040127981653928,0.5003,0.3850758175960213,0.3821,0.20156907063268653,0.2001,0.23846044510893064,0.2365,354.37328204137185,356.019333,324.856004952702,341.491333,326.39562354842695,308.206667,239.1002076724394,257.507667,208.7481734948693,300.4,273.36936468611043,258.921333
1165,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,765.9965119530281,717.99,727.1330556206536,688.07,697.9963607736124,668.13,454.55427173043586,428.8,393.6474597664757,378.94,429.60456990637647,398.88,0.566820688948815,0.563,0.5300631731952017,0.5266,0.502838211285356,0.4994,0.3839392391043632,0.3814,0.20110993192916976,0.1998,0.2376472775758361,0.2361,343.6097608711082,316.065,314.07786180551375,337.545333,300.3038723664083,313.493333,219.9689309781781,255.107333,173.68042742014777,241.226,233.21130424110953,283.076667
1166,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,766.5188089314902,718.29,727.5610300577099,688.37,698.3565458652953,668.41,454.8871764687902,428.98,393.8892365587138,379.1,429.9165806540803,399.05,0.5692017990233332,0.5653,0.5323936831217602,0.5288,0.5049051065026224,0.5015,0.3855157652420745,0.3829,0.20195377890999705,0.2006,0.23856866907482682,0.2371,326.3320686860392,301.061,299.58940003392723,308.529333,286.7402387253212,313.390667,206.05300181790466,251.296667,152.29372954215205,250.884,221.9525007112794,270.784667
1167,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,766.9894342210682,718.61,728.0516423325427,688.67,698.891045099406,668.7,455.18801670269426,429.17,394.1103436573901,379.27,430.2343397283174,399.23,0.5746227662822376,0.5709,0.5372499453277668,0.5341,0.5097140057078496,0.5064,0.3891894970669748,0.3867,0.2038730540510077,0.2026,0.24089252273682737,0.2394,294.076454173372,298.522,267.91502703451886,247.907667,269.4967957921843,302.422667,186.372718069506,226.706,136.73540889918718,217.516667,200.90101054767248,275.49
1168,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,767.5366163860862,718.93,728.6101722167307,688.97,699.3192948874156,669.0,455.5080766753543,429.36,394.38911006577524,379.43,430.5405422637034,399.4,0.5830484370053137,0.5794,0.5456946987949967,0.5421,0.5173478730266631,0.514,0.39511845851443983,0.3925,0.2069651521420124,0.2056,0.2444818110505165,0.243,277.82456947020466,226.885,224.9074064691898,230.216,242.09220076697522,219.646667,156.28954687830338,211.564,119.69825597400005,188.288,191.51744900084998,196.98
1169,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,1086.69119230791,1042.91,1035.263152220618,999.45,997.5858594925018,970.48,646.4297216263512,622.85,563.3570712034907,550.42,608.1073385558109,579.39,0.5944222309697109,0.5904,0.5561957359228844,0.5523,0.5273715471761538,0.5237,0.4027312426482741,0.3999,0.21094075969418072,0.2095,0.24930417343538938,0.2476,246.511385191598,215.123667,211.2268755916112,202.804667,208.01823925947087,221.703333,126.32400296398004,193.904,100.00084375599535,189.550667,157.44481979832716,202.361667
1170,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,1087.8205650346947,1043.38,1035.9903535590306,999.91,997.8852035618054,970.93,647.1300985518792,623.13,563.6399822361818,550.67,608.4285744787487,579.66,0.6065992665590644,0.603,0.5675052617976373,0.5641,0.5379428707822453,0.5349,0.41090703369567144,0.4085,0.21530508460450543,0.214,0.2544539053011714,0.2529,239.96166268141596,205.015333,200.1191018439606,182.093333,206.7014209808273,214.489,100.07318611359395,155.166,93.52851960978407,188.41,155.4702311088441,196.864
1171,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,1089.4095884042297,1043.86,1037.4148047603467,1000.37,999.0726363089077,971.37,647.6696121594418,623.42,564.1250794002683,550.93,608.9254566123686,579.92,0.6201022849395745,0.6165,0.5799860283455394,0.5768,0.5500209933929123,0.5469,0.4200379697400438,0.4177,0.21999248910803515,0.2188,0.2599971720033633,0.2585,243.08005639923113,217.555667,204.0042551614733,225.705333,212.455872896416,225.82,103.39158974063554,201.153333,96.05035471971962,195.904,159.96837432265522,190.282667
1172,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,1089.2317140303558,1044.34,1037.137112939507,1000.83,998.7868484804476,971.82,647.5428930107544,623.7,563.9801801612418,551.18,608.8656060198637,580.19,0.6339172937275028,0.6301,0.5929559071600429,0.5894,0.5623461111478376,0.5589,0.4294021239233448,0.4268,0.22490507843872826,0.2236,0.2658067635079895,0.2642,255.03302861386277,196.851333,227.5723378264493,242.15,226.24322675776872,258.956667,123.45650878762291,223.184667,118.9921132547194,214.54,168.68380433915976,203.005333
1173,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,1089.570447850805,1044.83,1037.423253417749,1001.29,999.1454390985311,972.27,647.6635135780493,623.99,564.1719549137747,551.44,609.3356331422292,580.46,0.6462702020799166,0.6427,0.6045837378151749,0.6013,0.5733852967886861,0.5702,0.4378437097690519,0.4354,0.2293677591449094,0.2281,0.27099145494841126,0.2695,265.2282274033705,232.786,252.4801645059507,256.456667,247.31595096019583,236.558,145.38568719107195,203.979333,144.48266940724832,208.144,197.45609295261738,204.754
1174,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,697.3536112460955,648.82,661.0869331768016,621.78,633.5257000256364,603.76,413.44190257065725,387.49,357.33674417692964,342.43,391.44049902393397,360.45,0.6574038627483437,0.6537,0.6149646292738824,0.6115,0.5832034438708777,0.5799,0.44528540935081057,0.4428,0.23329568136448392,0.232,0.2756449881712289,0.2741,286.14785384164344,249.42,276.20110434521445,289.633,269.6723576662131,306.38,150.20335015933523,211.613333,182.01651543806787,193.117333,219.37619807000635,229.493667
1175,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,696.625894507542,649.12,660.4939795359545,622.07,632.6665452214543,604.04,413.0310990121849,387.67,356.87115613169505,342.59,390.93953977759594,360.62,0.665868971932949,0.6623,0.6228231939735349,0.6195,0.5907191656260714,0.5875,0.4510061626006067,0.4486,0.23624908509999665,0.235,0.2791912131939358,0.2777,307.85159691762794,294.916667,297.82404558080486,287.986667,298.6471496438686,292.306667,183.79709062968885,238.184333,194.9785603659331,272.280667,239.92634518439866,218.22
1176,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,518.0362473364021,469.03,489.773800627211,449.49,466.88267771422005,436.46,306.68241757513067,280.11,262.7497400546201,247.54,292.06420111017724,260.57,0.671733280269075,0.6679,0.6283166664473843,0.6248,0.5958224523728148,0.5925,0.45502553945685037,0.4525,0.23832451528928184,0.237,0.28167319650235145,0.2801,350.5672859023511,309.804,326.845666378914,347.148,324.7261431250218,309.731333,235.59826625770148,252.794,238.55922778958035,269.95,247.37735879385386,246.864
1177,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,518.249424773092,469.25,489.8237455454025,449.7,466.9744363405663,436.66,306.8085749755926,280.25,262.820165175844,247.66,292.20736112610876,260.69,0.6738883822137818,0.6703,0.6303832577711801,0.6271,0.5977743223206899,0.5946,0.4564672331970192,0.4541,0.2390650655796552,0.2378,0.2825694959596973,0.2811,376.5399749563987,351.89,355.23426476540135,368.72,345.65579502538424,380.855333,277.36408246473195,254.017333,246.71805891639886,307.92,280.35647461399014,330.141
1178,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,517.9923080486087,469.47,489.5940117833472,449.91,466.7601053471986,436.87,306.689498802651,280.38,262.72939643333507,247.77,292.0454788843945,260.82,0.6728365855292499,0.6693,0.6293959045101569,0.6261,0.5968783833781326,0.5937,0.4557658348235799,0.4534,0.2387452192654526,0.2375,0.2821482900638226,0.2807,400.8550356016183,385.098667,368.3457662531448,372.874,371.5104297692298,382.733,292.6492569404692,277.536667,279.8299834675592,364.579333,322.0026417392045,330.213333
1179,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,518.3030580098196,469.69,489.81100713780825,450.12,467.13252381329454,437.07,306.8420777872611,280.51,262.88906557880887,247.89,292.2493517886101,260.94,0.6682351203308831,0.665,0.6251073929415998,0.6221,0.5928400845115896,0.59,0.45271222236386743,0.4505,0.23713409832591364,0.236,0.28024682229177594,0.2789,417.1813133733236,374.066667,368.4200843432971,370.184,372.1346952593105,384.249667,311.7208539900894,295.368,296.3980733900254,374.348,342.52789090963796,337.199333
1180,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,518.6026146745739,469.9,489.91543138901545,450.32,467.31035186488305,437.27,306.94764160804,280.64,262.99884608519795,248.0,292.28676167232345,261.06,0.6614646558603933,0.6578,0.6187133761560945,0.6154,0.5868236962233899,0.5836,0.4480411518746644,0.4456,0.23466023410996395,0.2334,0.2773720268003206,0.2759,404.12357445502545,369.858667,368.4349046885485,384.391333,372.7344784494921,385.628,315.79419445095215,300.856333,308.38127147116836,384.971333,354.51008148170246,382.408
1181,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,518.2340123344508,470.12,489.6082045494882,450.53,467.1478176530538,437.47,306.7604292650609,280.77,262.8536744316481,248.12,292.2673386574508,261.18,0.6516939089700513,0.6483,0.6096547911957939,0.6064,0.5781643199510258,0.5751,0.44145950169655035,0.4391,0.2312509587033043,0.23,0.2733589046440167,0.2719,403.31532914374463,373.276,379.44875833203423,387.004,373.368026308884,384.014667,307.48969045199675,390.48,317.00988949711723,396.405,381.7647548013072,347.360667
1182,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,517.7659969538454,470.33,489.3962652352634,450.74,466.7207167615974,437.67,306.4900754859849,280.89,262.71895007268785,248.23,292.07838660258386,261.3,0.6400829442034555,0.637,0.5988299192577924,0.5959,0.5677989644565732,0.5651,0.4335677000171643,0.4315,0.22710809019170652,0.226,0.26839440096506195,0.2671,407.0620031840424,378.063,380.0460791526116,385.270333,372.6893773325592,383.553333,343.8535703113252,379.110667,329.63284577431705,420.254,366.12066899334974,345.164
1183,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,771.8738835972828,723.92,732.6187674498511,693.75,703.2768204747251,673.64,458.11832390811986,432.34,396.6016601746364,382.07,432.9215164697412,402.18,0.6278516272393411,0.6248,0.5873672584349114,0.5845,0.5570380480007604,0.5543,0.4253835306748576,0.4233,0.2227811270618935,0.2217,0.2633016027529307,0.262,407.6732736255551,389.661667,378.65133325345363,381.252,372.01877806459356,382.546,323.66351890364655,363.982333,336.1225639647225,446.97,346.56230861426144,311.974
1184,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,771.880895041975,724.24,732.7702786680807,694.06,703.2781562451916,673.94,458.07784793208947,432.53,396.6730693311443,382.24,433.02015290029436,402.35,0.6155140609901024,0.6126,0.5758686277346243,0.5731,0.5461037636521326,0.5435,0.4169490764373816,0.415,0.21840072060923252,0.2174,0.2581503523398916,0.2569,417.4175574297015,387.639,376.1395302778845,386.867333,370.17961242956665,364.722667,331.34869562584913,393.73,320.9928604238462,403.253333,322.6423401234713,282.044667
1185,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,772.4270527479351,724.56,733.1495749223786,694.37,703.6610613981298,674.24,458.3213549004841,432.72,396.98961141391254,382.4,433.2313548966273,402.53,0.603959771339426,0.6013,0.5649099719121922,0.5625,0.5359324780123658,0.5334,0.4091720405692568,0.4074,0.21436100782419892,0.2134,0.25330093272812654,0.2522,415.17816414725917,383.969667,377.0189569496936,366.532,355.4141263705271,355.48,335.76243073066024,344.07,307.34083382094593,374.859333,289.94201790477166,285.827333
1186,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,772.6904322062137,724.87,733.5073787748345,694.67,704.0161495772112,674.53,458.5418221258959,432.91,397.13517524521353,382.57,433.36980654292347,402.71,0.5946430748435122,0.5917,0.5559912740764384,0.5535,0.5270561989462441,0.5249,0.40256557099145457,0.4008,0.21092260461661422,0.21,0.2491391404421529,0.2481,407.2621160994993,326.893333,364.17093554990953,368.555333,349.82074556641373,354.872,297.93630376535685,292.181333,287.63264847829623,299.081333,272.0831955637532,321.861333
1187,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,772.9124852929757,725.18,733.719652887058,694.96,704.2932326718338,674.82,458.6973756075254,433.09,397.29742016889645,382.73,433.50107214031914,402.88,0.5873558759471801,0.5845,0.5492966066965705,0.5468,0.52064537655947,0.5185,0.39762452295912776,0.3959,0.20829963255804484,0.2074,0.24619640428797432,0.2451,354.9951596720704,355.884,354.6931612483486,371.87,343.61374341527056,338.842333,259.31804762158356,296.1,248.14654042658447,256.960333,279.18049367771334,278.281333
1188,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,773.0112356646722,725.48,733.8727265305583,695.25,704.4909464895333,675.1,458.7829874119162,433.27,397.3680580310027,382.89,433.6439297557584,403.04,0.5824223519642038,0.5802,0.5449443241986367,0.5427,0.5167539560893246,0.5147,0.3945518992864748,0.393,0.20670240528421455,0.2059,0.24412438721248242,0.2433,344.49606536992343,300.05,328.3376861813367,332.747333,324.60595429647486,333.829667,213.57448505551667,282.13,215.231714153381,215.789333,247.46960706846755,247.788667
1189,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,773.4689613831513,725.77,734.2892389468981,695.53,704.8990620757182,675.37,459.0161069278762,433.45,397.58476429720815,383.05,433.8957780466217,403.21,0.5814310861930071,0.5791,0.5438005831010957,0.5417,0.5160104856259572,0.5137,0.3939071749752274,0.3923,0.2063178322550076,0.2055,0.2437782467835212,0.2428,323.66260047223943,321.479333,309.1068163299109,325.991667,308.64987635983897,304.251333,191.90014423034967,270.151,176.58991310271895,229.824,218.1602473282426,218.39
1190,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,773.8548568092168,726.06,734.7619718680351,695.81,705.1975230156302,675.64,459.3142004293954,433.62,397.780538862,383.2,434.1297279372623,403.37,0.5831208837886772,0.5814,0.5456121690159867,0.5439,0.517169173542871,0.5157,0.3949053186687252,0.3938,0.20689324764861622,0.2063,0.2446150285831209,0.2438,319.4015517404999,306.493667,294.54953733422286,284.022,286.4350958695668,283.063,185.5108418422871,255.13,164.7358198712728,203.515667,184.8921324660703,202.772
1191,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,774.1375020734191,726.34,735.062260851843,696.08,705.5107907426601,675.9,459.5024697432001,433.79,397.91910028359064,383.35,434.34933282728815,403.52,0.5887710218342773,0.5869,0.5509667174168764,0.5491,0.5225378971433061,0.5207,0.398888567379043,0.3976,0.20902364250902028,0.2083,0.24679622354442446,0.2461,294.23229390609754,268.710333,257.097668603791,262.575333,255.28189951764443,271.042333,186.10071574941486,227.63,139.8686848105536,202.830667,159.52515276816195,192.631667
1192,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,774.715005896931,726.61,735.5480693440924,696.34,705.7585093267692,676.15,459.7406653863477,433.95,398.1371290508155,383.49,434.5551560785589,403.67,0.5971604475426714,0.5954,0.558699333768904,0.557,0.5299669633085269,0.5282,0.40457462505185926,0.4033,0.2119601758056334,0.2113,0.25041473139007786,0.2497,263.65240328253594,225.655333,228.91096492717736,235.956667,230.72865843473042,247.804667,143.68412742120455,152.265333,121.10077589883106,156.176,145.75767036334327,175.752
1193,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,1098.4144944878587,1053.97,1046.629238835495,1010.05,1008.240127140362,980.78,653.2280171971213,629.45,569.3027872041237,556.26,614.5702672094174,585.54,0.6082103354661119,0.6062,0.5688542420193883,0.5671,0.5395785730867397,0.5378,0.41205220893549993,0.4107,0.21580417039117347,0.2151,0.25502909721549355,0.2542,242.13295898130235,217.83,213.63374485440661,216.655667,215.88456252796314,230.125667,104.21972145343165,75.026,96.5837621230983,122.066667,137.98044088532714,140.724667
