Hour,n_tasks,gpu_hours
2302,20,1265.0
2303,16,1084.2166666666667
2304,16,1049.7833333333333
2305,21,1718.2833333333333
2306,28,3078.1833333333334
2307,22,1984.9666666666667
2308,28,3743.15
2309,22,2680.3166666666666
2310,13,1123.2166666666667
2311,12,1179.4666666666667
2312,22,2586.45
2313,12,1109.7
2314,23,4234.533333333334
2315,24,2392.5833333333335
2316,19,1051.2
2317,21,3468.166666666667
2318,18,1875.5166666666667
2319,21,2794.9
2320,14,2283.7
2321,18,1848.4666666666667
2322,18,1470.9333333333334
2323,20,1847.5666666666666
2324,18,1949.6
2325,23,1299.95
2326,21,3582.05
2327,24,2649.7833333333333
2328,23,3616.25
2329,22,1693.6166666666668
2330,16,2083.8
2331,18,1272.1833333333334
2332,23,2645.0666666666666
2333,11,666.2
2334,14,1219.75
2335,21,1038.7666666666667
2336,26,2089.516666666667
2337,27,1867.2
2338,23,1701.0166666666667
2339,27,2433.9666666666667
2340,29,3576.633333333333
2341,27,2402.5166666666664
2342,21,2160.0
2343,19,2144.2333333333336
2344,24,2036.9833333333333
2345,33,2938.116666666667
2346,19,1641.6
2347,18,1770.0666666666666
2348,23,1891.9333333333334
2349,22,2364.766666666667
2350,29,5503.266666666666
2351,25,2353.7833333333333
2352,18,2064.5833333333335
2353,18,2041.4833333333333
2354,16,1091.7
2355,25,1877.8166666666666
2356,26,2030.7166666666667
2357,24,1361.3833333333332
2358,23,2349.116666666667
2359,21,2991.85
2360,25,2243.866666666667
2361,25,3108.3
2362,20,1560.75
2363,13,934.0
2364,20,1073.9333333333334
2365,21,1832.1166666666666
2366,18,1721.25
2367,26,2339.633333333333
2368,22,2560.8
2369,19,3926.1666666666665
2370,15,1463.1833333333334
2371,22,2500.1666666666665
2372,22,1156.7333333333333
2373,20,1749.5666666666666
2374,20,2015.4166666666667
2375,20,933.5666666666667
2376,19,1547.4333333333334
2377,28,4646.033333333334
2378,21,2590.7833333333333
2379,16,1984.3833333333334
2380,19,2259.4333333333334
2381,21,2992.35
2382,21,988.75
2383,22,2307.266666666667
2384,17,2028.9166666666667
2385,22,2358.5833333333335
2386,27,2143.9166666666665
2387,31,3655.1666666666665
2388,23,2581.366666666667
2389,17,1893.2166666666667
2390,24,3925.866666666667
2391,27,2776.483333333333
2392,23,2578.5833333333335
2393,18,1112.7333333333333
2394,26,4001.5
2395,19,1717.5833333333333
2396,29,2961.5333333333333
2397,22,1600.1833333333334
2398,27,3461.95
2399,19,1872.75
2400,0,0.0
2401,0,0.0
2402,0,0.0
2403,0,0.0
2404,0,0.0
2405,0,0.0
2406,0,0.0
