Hour,RegionA|RealTimeInference,RegionA|BatchInference,RegionA|AITraining,RegionB|RealTimeInference,RegionB|BatchInference,RegionB|AITraining,RegionC|RealTimeInference,RegionC|BatchInference,RegionC|AITraining,RegionD|RealTimeInference,RegionD|BatchInference,RegionD|AITraining,RegionE|RealTimeInference,RegionE|BatchInference,RegionE|AITraining,RegionF|RealTimeInference,RegionF|BatchInference,RegionF|AITraining
719,191,52,2,55,14,11,117,0,21,226,0,0,215,14,0,0,0,0
720,64,15,0,0,13,10,0,0,1,351,17,0,73,34,0,251,0,0
721,49,14,12,52,40,13,41,0,0,101,5,0,426,12,0,153,7,0
722,0,22,5,0,34,5,0,19,13,0,0,5,0,0,0,153,0,0
723,0,17,23,0,49,1,0,9,0,0,41,0,143,10,3,31,17,0
724,113,39,4,0,4,0,0,31,3,137,50,6,213,16,4,58,13,0
725,0,26,20,0,57,2,0,6,7,177,17,7,159,0,3,146,22,2
726,0,12,15,118,17,5,0,25,12,36,0,3,21,0,0,183,0,0
727,0,29,4,0,15,10,0,22,20,247,32,0,276,21,0,0,0,0
728,0,0,11,0,33,10,0,4,11,271,20,0,131,0,0,221,47,0
729,0,27,15,0,27,10,111,32,0,0,5,0,284,7,0,215,0,0
730,43,7,9,0,0,5,98,20,0,82,32,0,0,0,0,157,13,5
731,84,21,2,0,6,3,0,35,13,0,61,0,191,30,2,71,0,0
732,101,43,7,77,53,5,0,35,4,157,15,4,0,6,7,79,0,0
733,0,18,3,0,47,6,0,0,6,94,4,0,208,36,0,0,9,5
734,0,23,15,0,29,1,0,13,0,0,0,0,57,6,0,135,22,0
735,0,0,5,0,26,9,0,13,7,163,0,4,86,41,7,0,0,4
736,0,23,21,71,11,0,97,0,4,227,41,0,94,8,0,40,0,2
737,122,13,4,0,0,13,117,20,7,240,18,0,0,19,0,362,0,0
738,154,24,15,0,22,9,0,8,7,224,31,0,206,18,0,119,31,0
739,106,23,0,23,32,18,0,22,16,302,19,0,124,40,0,97,0,0
740,0,34,9,0,17,0,34,4,11,88,10,0,116,0,6,126,15,7
741,64,31,21,0,40,11,0,0,10,290,6,6,123,10,0,350,0,0
742,0,0,3,0,23,7,89,50,10,213,0,0,87,16,4,88,19,0
743,0,59,0,0,13,7,0,25,7,80,0,0,194,18,0,0,0,7
744,0,0,6,0,0,6,53,16,7,203,0,0,173,21,0,208,9,0
745,0,11,10,0,28,10,36,5,5,149,6,0,90,0,0,134,0,0
746,0,0,30,0,50,7,0,0,15,163,16,0,236,12,0,115,21,2
747,0,0,0,0,15,13,29,5,12,104,26,0,71,6,0,119,0,0
748,0,13,1,0,23,17,0,13,5,546,0,0,105,23,0,0,25,0
749,0,0,19,71,16,2,0,0,2,246,43,0,84,6,0,280,0,0
750,0,44,5,0,8,6,0,0,13,40,0,0,100,22,0,165,17,0
751,0,13,7,19,0,12,0,0,13,183,0,0,186,7,0,153,19,0
752,139,14,2,0,0,13,0,7,8,77,21,0,266,0,0,54,78,0
753,65,16,25,73,14,11,58,34,1,139,50,0,211,20,0,128,0,0
754,0,0,0,0,30,7,0,0,0,193,0,5,41,15,11,85,21,0
755,40,0,9,116,11,7,0,7,0,332,13,0,78,0,0,33,40,0
756,71,18,4,0,18,8,0,13,17,169,24,0,0,33,7,164,39,3
757,0,44,13,0,9,8,0,21,5,69,47,0,61,34,0,96,0,0
758,0,34,6,0,0,3,0,0,11,363,56,0,0,22,0,33,14,0
759,37,0,3,0,0,0,0,12,12,253,41,0,0,0,0,0,22,9
760,148,36,0,0,43,14,0,0,21,88,34,0,231,11,0,126,20,1
761,0,0,4,0,0,3,0,18,4,22,36,0,0,13,7,278,42,0
762,0,8,15,0,38,8,82,21,0,227,0,0,94,0,6,82,14,0
763,113,37,32,0,14,11,35,36,8,193,48,0,112,0,0,22,19,2
764,0,8,10,0,0,5,85,30,19,193,0,0,0,0,2,332,23,0
765,118,23,5,61,53,6,0,23,0,155,0,0,98,0,0,255,29,0
766,0,10,17,0,21,10,0,11,13,137,41,2,108,0,6,113,0,0
767,0,8,6,0,19,14,0,10,8,47,22,0,114,0,0,340,11,1
768,0,14,11,103,10,0,0,38,6,0,42,0,188,12,3,0,7,0
769,0,16,20,91,27,6,53,7,3,17,0,0,260,19,0,251,0,0
770,0,8,4,99,0,6,0,13,7,23,71,0,62,18,3,221,0,0
771,113,57,8,23,6,23,43,0,2,0,33,2,92,13,5,17,0,0
772,0,0,9,0,56,4,0,19,9,176,19,0,61,36,0,18,0,0
773,116,0,8,0,32,24,0,39,4,278,0,0,74,0,0,28,0,12
774,0,4,0,130,49,10,0,13,18,62,0,0,221,0,0,201,0,0
775,0,12,7,0,6,3,0,0,16,251,0,0,72,0,0,46,0,0
776,0,38,14,47,31,19,0,0,8,217,0,0,0,0,0,0,0,0
777,0,12,12,0,23,22,126,5,24,51,49,1,108,0,0,55,0,0
778,91,7,26,0,32,5,0,0,10,0,27,0,209,4,0,369,17,0
779,0,13,3,0,16,7,120,34,8,81,0,4,83,7,0,25,0,0
780,42,44,8,111,8,2,0,0,10,111,23,0,0,12,4,311,0,0
781,0,18,0,0,0,25,0,19,10,133,15,4,136,28,0,0,0,0
782,119,13,16,0,26,18,0,0,12,222,0,0,28,0,0,126,55,0
783,0,36,1,0,29,8,97,12,6,313,20,0,39,17,0,149,8,0
784,0,39,0,78,4,4,0,16,9,0,0,0,184,9,0,140,6,0
785,0,0,0,0,12,5,0,20,1,25,9,0,95,0,0,121,0,0
786,0,0,24,0,10,7,42,0,7,0,0,0,303,11,2,159,25,0
787,115,18,3,0,14,13,102,24,20,389,14,0,262,7,0,0,12,0
788,0,42,15,0,14,10,0,7,4,185,16,0,36,0,4,181,0,5
789,99,29,7,72,41,8,0,0,0,224,0,0,109,44,3,112,0,0
790,0,13,16,38,49,7,0,7,5,140,24,0,0,16,0,189,41,0
791,73,0,12,0,38,10,0,0,4,97,0,0,239,0,0,126,0,5
792,0,30,7,0,35,0,0,10,11,221,24,0,157,0,0,148,0,0
793,0,64,10,117,23,0,57,0,8,123,16,0,103,0,3,193,40,0
794,0,0,10,0,0,0,0,10,0,235,47,4,124,45,6,120,16,0
795,0,30,17,0,18,15,83,5,0,184,20,0,0,0,0,60,0,0
796,0,38,19,0,0,7,0,19,1,98,58,3,25,39,0,238,0,0
797,0,0,16,0,38,14,0,15,6,62,22,7,157,15,0,143,36,0
798,97,0,6,0,22,2,0,0,7,363,22,0,72,0,0,0,4,6
799,0,0,17,0,31,13,0,0,0,99,33,9,81,26,0,232,17,0
800,0,20,6,0,6,2,27,25,0,72,11,0,193,0,0,109,0,0
801,0,43,7,0,7,4,0,12,8,358,14,0,78,0,2,0,7,0
802,0,70,3,53,0,24,0,0,13,296,29,0,0,0,0,0,10,0
803,57,25,17,0,32,12,0,13,7,171,0,1,0,19,0,114,10,0
804,0,64,6,0,32,10,89,20,5,101,22,0,84,0,5,156,52,0
805,126,16,11,0,0,12,0,17,4,111,5,0,87,50,0,62,19,6
806,0,34,9,0,10,0,203,11,14,16,0,3,72,0,0,88,22,0
807,0,29,9,117,15,12,0,19,0,91,11,0,0,0,4,225,0,0
808,61,0,8,0,10,11,0,0,1,88,6,0,213,0,0,73,10,0
809,0,0,9,0,0,3,0,45,9,0,10,0,158,0,0,25,0,0
810,0,22,6,0,8,5,0,9,0,183,28,0,90,27,0,213,0,0
811,0,18,2,0,0,0,101,0,10,163,38,0,116,0,1,0,19,0
812,0,8,15,0,38,7,0,0,1,202,0,0,239,4,6,156,0,0
813,34,16,2,101,16,5,0,8,14,96,22,0,49,0,0,401,7,0
814,0,0,10,0,19,6,0,10,0,68,17,0,0,17,7,204,4,9
815,0,16,6,17,22,9,0,28,8,215,37,0,110,0,0,162,0,0
816,71,27,15,102,14,3,0,0,26,40,0,0,91,16,0,123,20,0
817,0,14,20,0,8,0,0,11,8,222,29,2,90,0,0,0,0,0
818,0,20,26,107,46,20,0,20,8,278,0,0,0,0,0,171,10,0
819,46,29,1,112,8,21,79,19,16,412,0,0,260,23,0,110,7,0
820,0,20,10,18,14,6,0,16,0,82,0,0,310,13,0,118,18,4
821,0,11,10,0,23,7,0,13,0,100,0,0,158,25,0,87,0,0
822,0,23,5,123,11,9,53,42,9,171,20,0,97,21,0,117,10,0
823,0,19,4,0,32,13,69,0,10,75,0,0,169,0,9,147,0,0
824,115,16,18,0,0,8,0,15,3,79,32,0,144,19,0,209,8,0
825,0,10,0,0,0,5,0,15,9,71,9,0,119,9,0,0,0,8
826,51,0,0,80,24,19,18,0,6,45,0,1,61,0,0,358,0,0
827,95,31,12,94,26,24,0,11,9,0,0,4,184,0,0,30,14,0
828,24,18,26,0,19,17,0,26,7,203,6,0,24,16,0,0,33,5
829,0,0,8,55,21,5,164,13,5,306,0,0,0,9,0,0,0,0
830,25,53,11,0,29,12,0,51,0,40,9,0,451,36,7,116,0,0
831,0,33,10,0,40,0,155,21,7,38,29,0,251,0,2,44,16,0
832,0,0,13,0,43,0,0,29,13,307,10,0,95,0,0,86,0,0
833,0,0,12,17,0,6,0,46,3,48,0,0,83,21,0,188,0,0
834,0,42,1,0,12,8,0,6,0,168,0,0,0,11,8,179,29,0
835,0,56,10,0,22,14,0,18,1,0,15,0,118,15,6,226,0,0
836,0,22,5,0,0,10,0,0,3,439,16,0,165,16,0,131,0,0
837,114,0,10,0,4,14,0,20,15,0,24,0,169,0,0,148,43,8
838,0,26,6,0,18,2,74,22,5,272,0,0,111,9,3,189,29,0
839,0,9,7,35,6,10,0,23,13,283,20,0,157,54,0,0,0,1
840,0,30,2,0,0,1,48,30,5,0,47,0,100,19,0,32,0,0
841,121,44,4,0,9,0,0,0,4,109,0,0,137,0,0,230,0,0
842,122,77,31,0,12,9,0,0,6,134,14,0,105,31,0,0,29,0
843,71,39,10,0,22,12,0,31,7,97,0,0,114,6,0,431,0,5
844,157,28,8,0,48,6,0,0,6,218,24,1,82,8,5,130,0,0
845,0,5,7,0,12,6,0,10,7,0,10,0,27,0,0,79,12,0
846,0,17,18,0,9,7,101,0,7,0,0,0,82,22,0,143,11,0
847,134,0,8,0,0,4,107,10,6,232,0,0,168,0,0,0,19,1
848,100,0,14,0,27,12,0,15,4,88,28,0,114,0,0,226,12,0
849,0,15,11,0,0,5,99,0,13,223,43,0,23,0,0,212,0,0
850,0,49,6,0,5,7,0,27,8,191,21,0,58,29,0,238,12,0
851,0,10,25,0,10,4,0,6,14,123,7,0,141,0,5,110,19,3
852,0,44,7,0,20,5,0,33,4,225,0,0,161,14,0,0,16,0
853,79,27,0,0,22,14,0,0,18,209,36,0,119,0,8,25,4,0
854,0,24,8,74,38,7,0,0,14,109,0,0,90,19,0,46,23,3
855,0,0,2,0,0,0,0,12,3,130,21,0,36,16,0,252,30,0
856,43,0,7,119,0,9,0,0,24,117,45,2,53,0,0,389,0,0
857,57,0,19,89,21,6,0,0,7,0,24,0,51,17,0,0,25,0
858,0,22,13,40,0,15,0,29,13,100,27,9,142,31,0,76,6,2
859,0,0,22,20,0,10,47,19,0,117,22,6,420,32,0,107,54,0
860,0,25,13,0,24,6,0,13,0,204,7,0,0,0,0,145,4,0
861,0,25,4,0,34,9,0,24,2,332,0,0,244,0,0,450,48,0
862,0,16,7,0,0,1,0,15,6,598,46,0,97,0,6,100,0,0
863,0,19,17,60,23,24,0,25,0,243,4,0,30,13,0,57,14,1
864,0,54,5,0,15,19,0,0,9,0,12,0,63,0,0,0,0,0
865,0,22,9,0,0,17,0,5,8,256,22,1,77,21,2,70,0,1
866,0,0,5,0,13,18,0,0,5,0,12,0,32,0,0,148,10,0
867,107,68,8,0,27,7,58,18,0,176,27,0,146,0,0,40,0,0
868,0,0,20,0,19,8,0,0,11,332,36,0,309,0,0,42,23,0
869,0,36,7,0,14,4,0,45,8,328,6,0,238,0,0,166,0,0
870,0,37,4,31,0,2,0,12,0,549,26,2,60,0,6,74,22,0
871,0,36,0,0,38,7,0,27,0,258,0,0,24,12,0,275,11,0
872,0,23,3,83,28,8,41,0,7,152,0,0,89,19,0,51,51,0
873,0,31,7,0,20,6,0,30,8,83,0,0,116,46,3,312,0,0
874,43,21,5,38,22,2,0,6,10,0,35,0,48,14,0,58,29,0
875,0,23,16,0,0,0,0,34,19,42,8,7,0,0,0,238,0,1
876,0,14,7,0,36,11,0,40,0,170,8,0,26,0,0,70,7,0
877,124,0,6,0,7,10,0,0,7,271,11,0,118,10,0,332,0,12
878,29,35,0,0,30,3,0,0,8,0,0,0,46,37,6,0,21,0
879,0,0,15,18,67,0,0,0,0,286,33,0,315,58,0,215,0,0
880,0,10,7,33,0,8,0,4,1,284,16,0,79,0,0,143,10,0
881,0,26,6,0,26,9,0,0,29,62,10,0,125,13,0,183,0,0
882,114,0,21,78,37,11,69,35,0,132,5,5,112,0,0,156,4,2
883,0,26,7,0,5,6,35,44,5,357,27,0,0,0,0,66,15,0
884,0,16,3,0,8,7,0,0,0,122,0,5,19,0,0,331,0,0
885,0,0,23,114,0,13,26,12,6,0,23,0,138,0,0,210,11,0
886,0,42,17,0,34,12,0,10,18,0,19,0,79,19,0,116,6,3
887,0,18,21,0,52,14,107,23,6,230,50,0,0,68,0,86,19,0
888,0,5,27,0,7,24,0,22,17,0,10,0,149,0,6,113,11,3
889,0,0,10,43,37,13,0,8,5,422,14,0,209,16,0,82,18,0
890,95,5,5,96,7,8,0,22,0,21,0,0,320,19,0,0,0,0
891,0,25,14,0,33,16,184,0,11,296,14,1,0,20,0,56,21,6
892,16,19,26,0,32,22,0,21,18,65,41,0,202,16,1,273,15,0
893,0,0,13,0,11,18,0,0,0,312,52,0,152,8,5,0,0,0
894,0,0,8,0,24,26,0,0,3,240,31,0,139,16,0,52,0,0
895,0,0,3,0,0,6,0,0,16,302,0,0,213,0,0,0,5,0
896,75,30,10,0,52,21,46,0,2,293,0,0,205,11,3,0,0,0
897,0,0,26,93,11,13,0,0,6,115,39,0,186,11,0,18,45,0
898,0,0,6,0,18,4,0,0,0,107,64,0,112,47,0,61,0,0
899,0,20,10,93,9,10,0,17,3,116,0,0,163,14,0,117,0,0
900,0,0,0,0,39,0,0,38,5,213,31,0,49,0,0,139,26,0
901,36,0,7,0,39,15,0,0,19,0,28,0,0,23,0,121,0,0
902,89,36,18,0,4,6,0,0,2,382,57,0,164,31,5,131,22,0
903,0,14,14,0,6,11,0,34,8,134,43,0,0,0,0,105,0,3
904,0,13,6,0,20,7,0,49,0,229,0,0,0,0,5,91,0,0
905,28,10,13,34,0,11,0,0,18,216,33,0,0,0,0,65,0,0
906,123,35,10,0,20,4,0,22,4,133,62,0,169,16,0,52,25,0
907,0,0,17,0,0,3,47,37,4,43,0,0,23,17,0,216,0,7
908,110,22,16,0,6,9,0,0,0,0,0,0,22,4,0,148,36,0
909,0,19,3,0,30,9,0,15,0,112,0,0,411,42,0,507,0,0
910,0,27,13,78,21,7,0,36,4,253,5,0,166,21,0,74,0,0
911,24,12,10,0,15,9,0,8,10,543,15,8,74,0,0,420,0,1
912,0,20,19,93,66,15,0,22,7,183,0,9,36,8,0,131,0,0
913,0,0,6,0,4,6,124,24,17,412,0,0,246,0,10,126,23,0
914,0,31,17,0,50,16,0,16,4,158,10,0,131,14,0,235,0,4
915,0,19,20,58,6,13,0,0,0,86,47,4,0,0,0,68,10,0
916,124,47,0,75,42,6,26,0,0,78,13,0,95,26,0,213,14,0
917,0,36,4,0,33,17,0,0,0,164,0,2,16,22,0,284,0,0
918,0,26,6,0,9,10,0,16,5,114,0,0,82,28,0,258,8,0
919,117,36,15,0,0,13,0,0,9,153,41,0,52,0,4,116,12,0
920,201,0,0,0,25,12,0,0,0,140,0,0,127,27,7,114,0,6
921,0,16,13,109,0,11,0,0,15,203,0,0,102,0,0,217,18,0
922,0,23,10,0,18,10,0,24,4,78,0,0,95,7,5,53,0,0
923,31,23,0,0,0,3,129,8,0,74,0,0,330,28,0,118,11,0
924,0,0,14,0,0,6,39,13,6,212,32,0,42,10,0,0,0,0
925,100,0,10,0,46,4,0,0,0,204,0,0,185,0,0,101,8,0
926,0,0,23,0,0,6,0,0,6,90,0,5,0,15,0,125,0,0
927,0,9,7,0,0,13,0,27,9,236,16,0,116,0,0,52,29,0
928,171,0,10,0,8,6,71,0,18,116,46,0,129,0,0,259,0,4
929,0,40,13,46,0,15,0,29,3,141,47,0,0,0,4,0,18,0
930,0,16,10,0,0,23,0,20,5,189,21,7,174,0,3,88,0,0
931,0,11,17,0,26,16,0,11,6,274,59,0,0,30,0,129,0,0
932,0,40,3,87,12,0,85,0,3,121,4,2,0,0,0,210,61,0
933,0,36,20,0,56,17,0,34,8,263,17,0,168,0,0,177,40,0
934,0,6,6,0,36,11,0,0,9,234,17,0,102,12,0,0,25,0
935,0,7,20,0,0,6,0,0,5,70,37,0,0,13,0,383,11,3
936,26,0,14,0,10,7,0,7,11,347,17,0,183,0,0,230,43,0
937,0,0,5,0,67,13,0,23,4,72,42,0,0,47,0,0,5,4
938,0,27,5,0,0,11,0,44,11,225,0,0,126,27,0,0,5,7
939,0,21,6,0,0,2,0,33,5,94,37,0,24,5,0,141,13,0
940,0,0,18,0,0,0,0,0,2,620,0,0,43,33,6,155,0,0
941,46,16,0,48,0,10,0,0,8,239,8,0,102,0,0,216,0,0
942,220,6,10,0,0,10,0,32,10,365,40,0,72,23,0,0,0,0
943,19,6,0,66,26,0,0,18,2,413,9,0,207,5,0,241,12,0
944,0,0,5,0,11,9,131,12,9,300,28,0,0,14,0,296,16,0
945,0,19,6,0,20,2,0,0,2,156,5,7,47,0,7,75,16,0
946,0,0,15,0,25,16,0,8,0,192,20,2,170,0,0,89,11,0
947,53,4,22,0,8,4,0,0,0,278,26,0,264,13,0,235,0,0
948,0,4,1,120,19,12,0,0,7,272,0,0,98,36,1,72,0,0
949,0,0,12,0,9,11,0,47,18,53,0,0,0,29,0,100,85,0
950,16,10,8,0,78,4,0,22,15,97,74,0,165,0,0,92,12,0
951,0,20,9,0,27,1,0,18,7,70,23,7,420,0,7,127,0,0
952,0,8,4,138,15,29,0,44,6,69,67,4,471,5,0,126,0,0
953,45,34,0,0,20,15,0,22,12,229,0,0,205,27,0,58,0,0
954,0,6,0,111,15,16,0,27,7,108,10,6,0,0,0,192,0,12
955,59,22,3,48,36,0,34,0,12,0,15,0,182,6,9,0,19,0
956,49,8,14,0,15,13,0,10,1,58,0,0,0,26,0,46,0,0
957,0,49,8,108,21,12,0,52,0,122,16,0,0,34,0,173,0,0
958,0,19,10,100,15,6,40,39,0,105,22,0,47,23,0,31,5,0
959,0,0,23,0,19,7,0,20,5,84,13,0,77,16,0,266,7,0
960,64,15,3,50,37,0,0,21,1,101,0,7,61,0,5,287,0,0
961,0,0,12,81,8,17,0,7,14,39,20,0,215,0,4,126,0,4
962,0,19,17,0,18,35,39,0,4,123,14,0,291,35,0,76,9,0
963,0,32,10,0,22,22,0,0,8,196,36,0,242,9,5,0,33,0
964,0,0,5,0,19,11,0,18,8,24,17,0,62,6,0,226,23,0
965,0,21,13,0,9,10,0,39,6,140,62,0,207,17,0,69,0,0
966,93,15,28,0,23,10,0,19,0,139,36,2,178,0,0,107,0,0
967,132,31,6,0,25,0,0,45,3,202,43,0,155,17,7,154,23,0
968,0,0,16,99,11,9,24,0,0,224,27,0,173,9,0,115,22,0
969,30,22,4,71,0,4,58,12,0,283,15,0,249,16,0,0,46,0
970,0,34,0,0,0,4,71,0,10,121,0,0,139,15,5,172,0,0
971,0,0,6,0,0,7,0,12,5,215,4,0,114,0,0,101,22,7
972,57,22,6,60,9,2,0,0,7,38,6,3,225,0,0,141,18,0
973,122,53,19,0,5,9,0,11,9,69,26,0,146,34,0,0,14,2
974,0,13,7,0,15,7,0,0,6,0,26,0,0,0,0,0,0,0
975,25,11,11,0,29,4,0,27,10,0,23,0,81,25,0,0,0,3
976,0,19,10,0,40,3,0,0,4,0,21,0,85,9,0,125,0,0
977,86,6,8,0,40,9,0,27,3,123,0,0,241,0,0,113,16,0
978,0,19,12,0,21,1,0,19,9,182,9,0,88,0,0,102,0,0
979,0,15,6,0,7,19,0,0,4,360,25,0,0,0,0,160,12,0
980,20,5,3,32,17,12,0,19,6,528,0,0,125,26,0,230,0,0
981,0,11,4,0,83,7,0,0,20,140,16,1,0,0,0,35,0,0
982,94,27,15,46,7,2,24,5,18,0,0,0,0,0,0,127,17,0
983,0,0,11,0,19,0,116,5,8,286,0,0,91,7,1,62,19,0
984,0,40,3,0,8,19,0,44,5,105,5,0,0,0,0,168,0,1
985,0,31,19,0,0,5,108,0,11,178,23,0,118,24,0,85,0,0
986,167,50,7,0,0,18,0,20,10,93,16,0,0,0,0,119,19,0
987,0,27,9,57,28,17,67,0,6,95,20,0,122,0,0,105,19,0
988,0,20,3,0,26,1,18,22,0,0,0,0,0,15,0,78,9,0
989,0,21,9,0,0,0,0,0,0,337,21,0,0,16,0,163,0,4
990,0,0,3,81,33,9,219,15,10,51,18,0,211,13,0,140,0,0
991,116,0,9,0,52,11,199,33,5,328,30,0,243,30,3,21,29,0
992,80,49,19,0,23,3,0,45,7,53,23,0,292,36,0,350,0,0
993,0,10,11,0,27,0,0,0,12,264,21,0,101,0,0,72,11,0
994,56,5,9,0,16,6,0,0,16,132,17,7,0,20,6,0,0,0
995,0,0,11,0,0,0,64,8,7,0,9,6,57,23,7,0,23,0
996,0,59,11,0,21,0,0,37,0,255,17,0,26,19,2,132,12,0
997,49,0,12,32,21,3,0,30,11,33,11,0,0,20,0,24,0,0
998,0,39,7,0,0,25,65,28,11,159,54,0,197,12,5,130,7,0
999,72,34,7,37,33,12,0,0,8,113,0,0,302,30,0,70,13,0
1000,65,56,6,190,7,7,0,5,8,0,60,0,37,16,0,83,48,0
1001,0,25,4,0,0,25,109,0,12,111,14,0,200,19,6,219,12,0
1002,112,12,15,0,38,11,0,0,2,336,4,0,158,0,0,324,0,0
1003,100,0,21,55,17,0,0,18,5,0,18,0,106,23,5,58,6,0
1004,0,0,11,0,14,5,0,0,1,236,33,0,137,0,0,53,0,0
1005,101,45,4,0,11,9,0,39,0,421,5,0,107,17,0,0,41,0
1006,119,7,15,0,58,26,0,0,9,139,5,0,170,0,12,141,0,0
1007,0,47,2,0,21,19,0,0,7,106,40,2,0,15,1,176,0,0
1008,0,19,16,0,10,13,0,0,4,0,21,1,213,0,0,215,0,0
1009,88,16,13,0,15,10,0,20,7,325,8,0,0,13,0,209,18,0
1010,102,34,9,0,11,6,0,39,0,280,18,0,133,15,0,166,9,0
1011,0,19,11,0,19,9,0,21,0,317,17,0,272,32,0,0,24,1
1012,0,30,15,0,0,5,0,18,16,0,0,5,289,23,0,238,15,0
1013,0,22,19,0,28,4,0,4,3,139,0,1,125,5,0,165,22,5
1014,0,55,5,20,0,1,0,0,1,387,37,0,79,17,0,109,0,7
1015,0,14,7,21,0,10,0,10,7,220,0,0,23,0,0,23,0,0
1016,99,25,11,0,23,13,0,55,34,219,54,0,81,8,0,203,0,0
1017,0,7,9,54,31,14,0,0,11,235,6,0,83,28,5,0,40,0
1018,0,35,4,0,19,12,0,74,15,159,17,0,186,0,0,45,14,5
1019,0,34,7,60,0,16,0,0,9,170,18,0,75,51,0,278,7,0
1020,131,28,16,0,22,5,0,6,0,88,17,2,0,47,3,0,0,0
1021,0,41,3,0,14,4,0,15,7,157,30,0,158,37,0,0,0,0
1022,194,5,29,0,0,9,0,9,6,171,5,0,19,14,7,104,25,0
1023,0,5,16,37,51,6,0,10,17,154,0,0,45,9,0,191,30,7
1024,0,19,11,0,63,7,151,5,23,270,15,0,257,6,0,183,0,1
1025,0,11,24,100,27,0,90,0,10,341,0,0,155,0,0,206,22,0
1026,0,16,8,0,0,0,0,12,0,262,45,0,308,21,2,347,21,0
1027,31,50,2,116,11,0,0,19,4,89,23,0,0,9,2,226,0,0
1028,0,32,11,0,14,20,0,28,7,184,6,0,45,0,5,151,0,0
1029,0,31,10,0,4,2,0,0,13,232,11,0,119,10,0,0,28,0
1030,0,14,16,0,39,5,0,0,2,217,9,0,55,12,0,0,8,0
1031,0,6,15,0,0,10,0,0,23,186,0,0,109,0,0,57,30,0
1032,88,27,9,0,8,5,0,0,6,489,72,0,148,0,0,85,18,1
1033,67,39,10,0,20,7,0,9,12,223,20,0,93,0,0,65,28,0
1034,118,0,5,140,24,10,0,16,14,248,0,0,0,4,0,78,0,0
1035,0,0,17,122,40,7,0,0,12,151,21,5,124,0,5,208,0,0
1036,0,9,4,106,0,4,84,18,4,161,39,0,141,28,0,103,21,0
1037,0,0,8,0,0,2,0,15,0,77,13,0,113,0,0,82,0,0
1038,0,13,20,0,7,11,0,0,5,0,17,0,0,43,0,0,0,0
1039,0,0,7,73,18,3,0,0,15,135,35,0,0,12,0,191,0,0
1040,100,0,2,98,18,4,0,0,7,157,0,0,124,9,0,108,0,0
1041,0,4,13,0,32,9,59,44,9,148,5,0,120,0,0,167,0,0
1042,0,12,28,0,14,5,0,22,7,177,0,0,168,0,0,55,8,0
1043,146,18,10,0,21,8,0,0,21,169,19,0,64,0,0,67,20,6
1044,52,61,6,31,0,3,0,0,0,0,13,0,115,0,0,359,6,0
1045,0,59,23,0,20,10,0,8,8,63,17,0,237,30,0,186,9,0
1046,0,15,34,159,34,5,0,12,7,162,0,0,135,42,0,36,5,4
1047,0,0,25,0,21,1,33,0,17,247,17,7,357,0,0,106,0,0
1048,93,25,9,0,17,20,0,0,17,87,19,0,0,5,5,116,10,2
1049,0,31,23,0,0,10,113,0,7,154,0,3,97,0,0,0,0,0
1050,0,4,6,82,22,0,0,36,0,301,5,0,115,12,0,86,17,0
1051,0,16,6,0,27,1,0,31,0,95,24,0,258,0,0,0,0,6
1052,0,19,7,40,42,0,0,17,0,16,22,0,109,43,3,0,0,7
1053,0,17,4,54,23,20,0,17,0,672,28,0,0,43,0,142,20,0
1054,22,36,2,0,11,20,0,0,1,68,0,0,240,21,0,229,31,0
1055,0,0,21,0,15,0,194,8,0,171,15,7,0,33,0,81,0,0
1056,0,8,0,0,26,5,0,21,11,227,26,0,335,22,0,0,5,0
1057,51,68,16,0,42,16,22,56,9,17,28,0,220,0,6,104,0,0
1058,0,8,13,0,15,6,76,0,17,0,0,0,151,22,0,43,23,0
1059,35,32,15,0,43,21,0,18,6,138,12,0,45,16,0,355,0,0
1060,0,29,2,0,32,1,83,0,4,68,0,0,226,23,0,0,0,0
1061,0,0,24,0,15,3,0,22,11,101,20,2,179,19,0,101,11,0
1062,0,0,15,26,6,11,0,4,0,76,0,0,0,11,0,124,19,0
1063,0,13,16,0,50,0,119,16,22,157,27,0,302,15,4,18,20,0
1064,0,0,10,0,16,0,0,9,8,40,44,0,126,0,0,122,0,0
1065,0,42,14,0,28,1,103,19,13,98,17,0,0,5,4,134,11,0
1066,0,0,21,34,8,5,59,0,5,73,57,14,107,46,0,122,0,0
1067,0,27,9,0,23,6,0,0,1,92,13,0,174,31,3,65,30,0
1068,0,51,12,0,45,10,0,15,1,178,27,0,49,22,0,138,0,7
1069,70,45,11,125,20,11,0,51,13,120,0,1,0,8,0,199,0,1
1070,0,0,6,0,0,15,0,0,6,0,10,0,240,21,0,65,26,0
1071,0,0,8,0,22,13,107,12,15,158,47,0,108,16,0,266,14,0
1072,0,42,12,0,12,22,0,26,12,345,43,0,365,11,0,88,0,0
1073,0,13,10,57,0,4,0,0,14,0,53,5,130,12,0,71,11,0
1074,0,0,11,76,19,12,94,0,7,185,7,0,86,12,0,53,21,0
1075,40,18,27,0,35,20,71,21,7,125,0,4,88,0,0,48,0,1
1076,0,0,17,65,29,4,0,0,10,439,21,0,67,21,0,253,57,0
1077,0,0,0,40,14,8,0,0,0,228,35,0,116,11,0,55,12,0
1078,0,0,10,40,7,10,0,12,4,124,0,0,171,9,0,121,17,0
