TaskID,Region,Hour,GPU_Demand
17600,RegionB,1471,10
17600,RegionB,1472,10
17601,RegionB,496,5
17601,RegionB,497,5
17601,RegionB,498,5
17601,RegionB,499,5
17601,RegionB,500,5
17601,RegionB,501,5
17602,RegionC,1770,4
17602,RegionC,1771,4
17602,RegionC,1772,4
17602,RegionC,1773,4
17602,RegionC,1774,4
17602,RegionC,1775,4
17603,RegionC,711,2
17603,RegionC,712,2
17603,RegionC,713,2
17603,RegionC,714,2
17603,RegionC,715,2
17603,RegionC,716,2
17604,RegionF,538,19
17604,RegionF,539,19
17604,RegionF,540,19
17604,RegionF,541,19
17605,RegionA,1677,22
17605,RegionA,1678,22
17605,RegionA,1679,22
17605,RegionA,1680,22
17606,RegionA,71,4
17606,RegionA,72,4
17607,RegionB,492,19
17607,RegionB,493,19
17607,RegionB,494,19
17607,RegionB,495,19
17607,RegionB,496,19
17607,RegionB,497,19
17607,RegionB,498,19
17608,RegionD,1681,116
17608,RegionD,1682,116
17608,RegionD,1683,116
17608,RegionD,1684,116
17609,RegionB,304,5
17609,RegionB,305,5
17609,RegionB,306,5
17609,RegionB,307,5
17609,RegionB,308,5
17609,RegionB,309,5
17610,RegionF,2197,21
17610,RegionF,2198,21
17610,RegionF,2199,21
17610,RegionF,2200,21
17610,RegionF,2201,21
17610,RegionF,2202,21
17610,RegionF,2203,21
17611,RegionF,1493,81
17611,RegionF,1494,81
17611,RegionF,1495,81
17611,RegionF,1496,81
17611,RegionF,1497,81
17612,RegionB,1771,93
17612,RegionB,1772,93
17612,RegionB,1773,93
17612,RegionB,1774,93
17613,RegionA,1294,3
17613,RegionA,1295,3
17613,RegionA,1296,3
17613,RegionA,1297,3
17613,RegionA,1298,3
17614,RegionB,37,4
17614,RegionB,38,4
17614,RegionB,39,4
17615,RegionB,1876,3
17615,RegionB,1877,3
17615,RegionB,1878,3
17615,RegionB,1879,3
17616,RegionD,299,12
17616,RegionD,300,12
17616,RegionD,301,12
17616,RegionD,302,12
17616,RegionD,303,12
17616,RegionD,304,12
17617,RegionE,170,16
17618,RegionF,630,8
17618,RegionF,631,8
17618,RegionF,632,8
17619,RegionA,1287,7
17619,RegionA,1288,7
17620,RegionD,2303,51
17620,RegionD,2304,51
17620,RegionD,2305,51
17620,RegionD,2306,51
17621,RegionD,1578,58
17621,RegionD,1579,58
17621,RegionD,1580,58
17621,RegionD,1581,58
17622,RegionE,1468,117
17622,RegionE,1469,117
17622,RegionE,1470,117
17622,RegionE,1471,117
17623,RegionE,1720,96
17623,RegionE,1721,96
17623,RegionE,1722,96
17623,RegionE,1723,96
17624,RegionF,1824,70
17624,RegionF,1825,70
17624,RegionF,1826,70
17625,RegionA,316,10
17625,RegionA,317,10
17625,RegionA,318,10
17625,RegionA,319,10
17625,RegionA,320,10
17625,RegionA,321,10
17625,RegionA,322,10
17626,RegionB,777,11
17626,RegionB,778,11
17626,RegionB,779,11
17626,RegionB,780,11
17626,RegionB,781,11
17627,RegionD,883,22
17627,RegionD,884,22
17627,RegionD,885,22
17627,RegionD,886,22
17628,RegionE,1730,88
17628,RegionE,1731,88
17628,RegionE,1732,88
17628,RegionE,1733,88
17628,RegionE,1734,88
17629,RegionC,2069,6
17629,RegionC,2070,6
17629,RegionC,2071,6
17629,RegionC,2072,6
17629,RegionC,2073,6
17629,RegionC,2074,6
17630,RegionC,155,2
17630,RegionC,156,2
17631,RegionE,180,7
17631,RegionE,181,7
17632,RegionA,1165,1
17632,RegionA,1166,1
17633,RegionB,393,19
17633,RegionB,394,19
17633,RegionB,395,19
17634,RegionB,886,1
17635,RegionE,609,94
17635,RegionE,610,94
17635,RegionE,611,94
17635,RegionE,612,94
17635,RegionE,613,94
17635,RegionE,614,94
17635,RegionE,615,94
17636,RegionD,2103,18
17636,RegionD,2104,18
17636,RegionD,2105,18
17637,RegionF,2051,99
17637,RegionF,2052,99
17637,RegionF,2053,99
17637,RegionF,2054,99
17637,RegionF,2055,99
17638,RegionA,402,30
17638,RegionA,403,30
17639,RegionD,848,18
17639,RegionD,849,18
17639,RegionD,850,18
17639,RegionD,851,18
17639,RegionD,852,18
17639,RegionD,853,18
17640,RegionA,1151,2
17640,RegionA,1152,2
17640,RegionA,1153,2
17640,RegionA,1154,2
17640,RegionA,1155,2
17641,RegionC,469,16
17641,RegionC,470,16
17641,RegionC,471,16
17641,RegionC,472,16
17641,RegionC,473,16
17642,RegionD,995,5
17642,RegionD,996,5
17642,RegionD,997,5
17642,RegionD,998,5
17643,RegionF,2142,32
17643,RegionF,2143,32
17643,RegionF,2144,32
17643,RegionF,2145,32
17643,RegionF,2146,32
17643,RegionF,2147,32
17643,RegionF,2148,32
17644,RegionE,1669,4
17644,RegionE,1670,4
17645,RegionC,1937,95
17645,RegionC,1938,95
17645,RegionC,1939,95
17645,RegionC,1940,95
17645,RegionC,1941,95
17645,RegionC,1942,95
17646,RegionD,2194,61
17646,RegionD,2195,61
17647,RegionD,1443,31
17647,RegionD,1444,31
17647,RegionD,1445,31
17647,RegionD,1446,31
17647,RegionD,1447,31
17647,RegionD,1448,31
17647,RegionD,1449,31
17648,RegionB,2160,6
17648,RegionB,2161,6
17648,RegionB,2162,6
17648,RegionB,2163,6
17648,RegionB,2164,6
17649,RegionE,1446,60
17649,RegionE,1447,60
17649,RegionE,1448,60
17650,RegionE,187,7
17651,RegionA,144,11
17651,RegionA,145,11
17651,RegionA,146,11
17651,RegionA,147,11
17652,RegionD,1563,55
17652,RegionD,1564,55
17652,RegionD,1565,55
17653,RegionB,1639,7
17653,RegionB,1640,7
17653,RegionB,1641,7
17653,RegionB,1642,7
17653,RegionB,1643,7
17653,RegionB,1644,7
17654,RegionD,2196,101
17654,RegionD,2197,101
17654,RegionD,2198,101
17654,RegionD,2199,101
17654,RegionD,2200,101
17654,RegionD,2201,101
17654,RegionD,2202,101
17655,RegionB,1557,7
17655,RegionB,1558,7
17655,RegionB,1559,7
17655,RegionB,1560,7
17656,RegionE,721,12
17656,RegionE,722,12
17657,RegionF,140,118
17657,RegionF,141,118
17657,RegionF,142,118
17658,RegionA,1962,4
17658,RegionA,1963,4
17658,RegionA,1964,4
17658,RegionA,1965,4
17658,RegionA,1966,4
17658,RegionA,1967,4
17658,RegionA,1968,4
17659,RegionA,1999,3
17659,RegionA,2000,3
17660,RegionB,7,2
17660,RegionB,8,2
17660,RegionB,9,2
17660,RegionB,10,2
17661,RegionE,2269,66
17661,RegionE,2270,66
17661,RegionE,2271,66
17661,RegionE,2272,66
17661,RegionE,2273,66
17662,RegionC,1189,6
17662,RegionC,1190,6
17662,RegionC,1191,6
17662,RegionC,1192,6
17662,RegionC,1193,6
17662,RegionC,1194,6
17662,RegionC,1195,6
17663,RegionE,632,14
17663,RegionE,633,14
17663,RegionE,634,14
17663,RegionE,635,14
17663,RegionE,636,14
17663,RegionE,637,14
17663,RegionE,638,14
17664,RegionA,791,73
17664,RegionA,792,73
17665,RegionA,863,19
17665,RegionA,864,19
17665,RegionA,865,19
17666,RegionB,1720,22
17666,RegionB,1721,22
17666,RegionB,1722,22
17666,RegionB,1723,22
17666,RegionB,1724,22
17667,RegionC,72,16
17667,RegionC,73,16
17667,RegionC,74,16
17667,RegionC,75,16
17668,RegionD,2112,16
17668,RegionD,2113,16
17668,RegionD,2114,16
17669,RegionC,117,3
17669,RegionC,118,3
17669,RegionC,119,3
17669,RegionC,120,3
17669,RegionC,121,3
17669,RegionC,122,3
17669,RegionC,123,3
17670,RegionF,909,18
17670,RegionF,910,18
17670,RegionF,911,18
17670,RegionF,912,18
17670,RegionF,913,18
17671,RegionA,1639,4
17671,RegionA,1640,4
17671,RegionA,1641,4
17672,RegionD,1816,56
17672,RegionD,1817,56
17672,RegionD,1818,56
17672,RegionD,1819,56
17672,RegionD,1820,56
17672,RegionD,1821,56
17673,RegionD,2392,124
17673,RegionD,2393,124
17673,RegionD,2394,124
17673,RegionD,2395,124
17673,RegionD,2396,124
17673,RegionD,2397,124
17673,RegionD,2398,124
17674,RegionE,2333,86
17674,RegionE,2334,86
17674,RegionE,2335,86
17675,RegionD,422,10
17675,RegionD,423,10
17675,RegionD,424,10
17675,RegionD,425,10
17675,RegionD,426,10
17676,RegionF,1045,118
17676,RegionF,1046,118
17676,RegionF,1047,118
17676,RegionF,1048,118
17676,RegionF,1049,118
17676,RegionF,1050,118
17676,RegionF,1051,118
17677,RegionF,1163,17
17677,RegionF,1164,17
17678,RegionC,2247,18
17678,RegionC,2248,18
17678,RegionC,2249,18
17678,RegionC,2250,18
17678,RegionC,2251,18
17679,RegionA,1686,6
17679,RegionA,1687,6
17679,RegionA,1688,6
17679,RegionA,1689,6
17679,RegionA,1690,6
17679,RegionA,1691,6
17679,RegionA,1692,6
17680,RegionC,325,12
17680,RegionC,326,12
17680,RegionC,327,12
17680,RegionC,328,12
17680,RegionC,329,12
17680,RegionC,330,12
17680,RegionC,331,12
17681,RegionD,1587,11
17681,RegionD,1588,11
17681,RegionD,1589,11
17681,RegionD,1590,11
17681,RegionD,1591,11
17681,RegionD,1592,11
17681,RegionD,1593,11
17682,RegionD,1079,9
17682,RegionD,1080,9
17682,RegionD,1081,9
17682,RegionD,1082,9
17683,RegionF,144,16
17683,RegionF,145,16
17684,RegionA,1552,11
17684,RegionA,1553,11
17684,RegionA,1554,11
17685,RegionD,2109,125
17685,RegionD,2110,125
17685,RegionD,2111,125
17685,RegionD,2112,125
17685,RegionD,2113,125
17686,RegionD,1711,74
17686,RegionD,1712,74
17687,RegionC,1526,22
17687,RegionC,1527,22
17688,RegionC,2298,4
17688,RegionC,2299,4
17688,RegionC,2300,4
17688,RegionC,2301,4
17688,RegionC,2302,4
17689,RegionE,2012,4
17689,RegionE,2013,4
17689,RegionE,2014,4
17689,RegionE,2015,4
17689,RegionE,2016,4
17690,RegionE,344,7
17690,RegionE,345,7
17690,RegionE,346,7
17690,RegionE,347,7
17691,RegionA,1246,22
17691,RegionA,1247,22
17691,RegionA,1248,22
17692,RegionB,1765,9
17692,RegionB,1766,9
17692,RegionB,1767,9
17692,RegionB,1768,9
17692,RegionB,1769,9
17692,RegionB,1770,9
17692,RegionB,1771,9
17693,RegionB,1438,5
17693,RegionB,1439,5
17694,RegionE,1496,117
17694,RegionE,1497,117
17694,RegionE,1498,117
17694,RegionE,1499,117
17694,RegionE,1500,117
17694,RegionE,1501,117
17695,RegionD,848,7
17695,RegionD,849,7
17695,RegionD,850,7
17696,RegionE,1019,19
17696,RegionE,1020,19
17696,RegionE,1021,19
17696,RegionE,1022,19
17697,RegionA,2063,5
17697,RegionA,2064,5
17697,RegionA,2065,5
17698,RegionA,1797,5
17698,RegionA,1798,5
17699,RegionA,600,4
17699,RegionA,601,4
17699,RegionA,602,4
17699,RegionA,603,4
17699,RegionA,604,4
17699,RegionA,605,4
17699,RegionA,606,4
17700,RegionB,132,3
17701,RegionB,1431,5
17701,RegionB,1432,5
17701,RegionB,1433,5
17701,RegionB,1434,5
17701,RegionB,1435,5
17702,RegionF,1417,19
17702,RegionF,1418,19
17702,RegionF,1419,19
17702,RegionF,1420,19
17702,RegionF,1421,19
17702,RegionF,1422,19
17703,RegionF,1356,16
17704,RegionA,983,1
17704,RegionA,984,1
17704,RegionA,985,1
17704,RegionA,986,1
17704,RegionA,987,1
17705,RegionB,1953,23
17705,RegionB,1954,23
17705,RegionB,1955,23
17705,RegionB,1956,23
17705,RegionB,1957,23
17706,RegionC,991,23
17706,RegionC,992,23
17706,RegionC,993,23
17707,RegionB,819,4
17707,RegionB,820,4
17707,RegionB,821,4
17708,RegionC,1550,5
17708,RegionC,1551,5
17708,RegionC,1552,5
17708,RegionC,1553,5
17708,RegionC,1554,5
17708,RegionC,1555,5
17709,RegionE,2282,8
17709,RegionE,2283,8
17709,RegionE,2284,8
17709,RegionE,2285,8
17709,RegionE,2286,8
17709,RegionE,2287,8
17710,RegionA,443,9
17710,RegionA,444,9
17710,RegionA,445,9
17710,RegionA,446,9
17711,RegionD,658,113
17712,RegionB,441,21
17712,RegionB,442,21
17712,RegionB,443,21
17712,RegionB,444,21
17713,RegionC,1159,19
17713,RegionC,1160,19
17714,RegionE,1968,122
17714,RegionE,1969,122
17714,RegionE,1970,122
17715,RegionF,629,28
17716,RegionD,423,1
17717,RegionA,1075,7
17717,RegionA,1076,7
17717,RegionA,1077,7
17717,RegionA,1078,7
17718,RegionD,235,71
17718,RegionD,236,71
17719,RegionB,1535,1
17719,RegionB,1536,1
17719,RegionB,1537,1
17719,RegionB,1538,1
17719,RegionB,1539,1
17720,RegionC,1380,19
17720,RegionC,1381,19
17720,RegionC,1382,19
17720,RegionC,1383,19
17720,RegionC,1384,19
17720,RegionC,1385,19
17720,RegionC,1386,19
17721,RegionD,97,19
17721,RegionD,98,19
17722,RegionF,236,102
17722,RegionF,237,102
17722,RegionF,238,102
17722,RegionF,239,102
17722,RegionF,240,102
17723,RegionF,1211,17
17723,RegionF,1212,17
17723,RegionF,1213,17
17723,RegionF,1214,17
17724,RegionC,128,39
17724,RegionC,129,39
17724,RegionC,130,39
17724,RegionC,131,39
17724,RegionC,132,39
17725,RegionD,149,37
17725,RegionD,150,37
17725,RegionD,151,37
17725,RegionD,152,37
17726,RegionD,2308,46
17726,RegionD,2309,46
17727,RegionE,2255,84
17727,RegionE,2256,84
17728,RegionC,2326,2
17728,RegionC,2327,2
17728,RegionC,2328,2
17728,RegionC,2329,2
17728,RegionC,2330,2
17728,RegionC,2331,2
17729,RegionF,1644,22
17729,RegionF,1645,22
17729,RegionF,1646,22
17729,RegionF,1647,22
17730,RegionB,1876,113
17731,RegionA,2131,5
17731,RegionA,2132,5
17731,RegionA,2133,5
17731,RegionA,2134,5
17731,RegionA,2135,5
17731,RegionA,2136,5
17732,RegionD,1959,107
17732,RegionD,1960,107
17732,RegionD,1961,107
17733,RegionB,1269,1
17733,RegionB,1270,1
17733,RegionB,1271,1
17733,RegionB,1272,1
17733,RegionB,1273,1
17733,RegionB,1274,1
17733,RegionB,1275,1
17734,RegionD,398,17
17734,RegionD,399,17
17734,RegionD,400,17
17734,RegionD,401,17
17734,RegionD,402,17
17734,RegionD,403,17
17735,RegionE,878,22
17735,RegionE,879,22
17735,RegionE,880,22
17735,RegionE,881,22
17735,RegionE,882,22
17735,RegionE,883,22
17735,RegionE,884,22
17736,RegionF,828,5
17736,RegionF,829,5
17736,RegionF,830,5
17736,RegionF,831,5
17737,RegionA,1018,15
17737,RegionA,1019,15
17737,RegionA,1020,15
17737,RegionA,1021,15
17738,RegionD,900,34
17738,RegionD,901,34
17738,RegionD,902,34
17739,RegionD,243,54
17739,RegionD,244,54
17740,RegionB,122,4
17740,RegionB,123,4
17740,RegionB,124,4
17741,RegionE,325,17
17742,RegionF,915,10
17742,RegionF,916,10
17742,RegionF,917,10
17742,RegionF,918,10
17742,RegionF,919,10
17742,RegionF,920,10
17743,RegionA,644,12
17743,RegionA,645,12
17743,RegionA,646,12
17744,RegionD,1258,48
17744,RegionD,1259,48
17745,RegionD,925,48
17745,RegionD,926,48
17745,RegionD,927,48
17745,RegionD,928,48
17745,RegionD,929,48
17746,RegionB,2014,5
17746,RegionB,2015,5
17746,RegionB,2016,5
17746,RegionB,2017,5
17746,RegionB,2018,5
17746,RegionB,2019,5
17747,RegionE,1138,32
17747,RegionE,1139,32
17748,RegionC,1792,4
17748,RegionC,1793,4
17748,RegionC,1794,4
17748,RegionC,1795,4
17749,RegionF,2319,60
17749,RegionF,2320,60
17749,RegionF,2321,60
17749,RegionF,2322,60
17749,RegionF,2323,60
17749,RegionF,2324,60
17750,RegionC,1690,66
17751,RegionB,1111,5
17751,RegionB,1112,5
17751,RegionB,1113,5
17751,RegionB,1114,5
17752,RegionC,1587,23
17752,RegionC,1588,23
17752,RegionC,1589,23
17753,RegionB,2097,7
17753,RegionB,2098,7
17753,RegionB,2099,7
17753,RegionB,2100,7
17753,RegionB,2101,7
17753,RegionB,2102,7
17754,RegionE,2033,95
17754,RegionE,2034,95
17754,RegionE,2035,95
17754,RegionE,2036,95
17755,RegionF,797,25
17756,RegionA,408,15
17756,RegionA,409,15
17756,RegionA,410,15
17756,RegionA,411,15
17756,RegionA,412,15
17756,RegionA,413,15
17756,RegionA,414,15
17757,RegionD,1546,120
17757,RegionD,1547,120
17757,RegionD,1548,120
17757,RegionD,1549,120
17757,RegionD,1550,120
17757,RegionD,1551,120
17757,RegionD,1552,120
17758,RegionA,595,2
17758,RegionA,596,2
17758,RegionA,597,2
17758,RegionA,598,2
17758,RegionA,599,2
17759,RegionC,635,18
17759,RegionC,636,18
17759,RegionC,637,18
17759,RegionC,638,18
17759,RegionC,639,18
17759,RegionC,640,18
17759,RegionC,641,18
17760,RegionD,1340,18
17760,RegionD,1341,18
17760,RegionD,1342,18
17760,RegionD,1343,18
17761,RegionF,1655,91
17761,RegionF,1656,91
17761,RegionF,1657,91
17761,RegionF,1658,91
17761,RegionF,1659,91
17761,RegionF,1660,91
17761,RegionF,1661,91
17762,RegionE,17,7
17762,RegionE,18,7
17762,RegionE,19,7
17763,RegionA,521,2
17763,RegionA,522,2
17763,RegionA,523,2
17764,RegionA,153,7
17764,RegionA,154,7
17764,RegionA,155,7
17764,RegionA,156,7
17764,RegionA,157,7
17765,RegionB,919,6
17766,RegionD,159,14
17766,RegionD,160,14
17766,RegionD,161,14
17767,RegionD,1565,14
17767,RegionD,1566,14
17767,RegionD,1567,14
17767,RegionD,1568,14
17768,RegionF,1917,83
17769,RegionA,418,20
17769,RegionA,419,20
17769,RegionA,420,20
17769,RegionA,421,20
17769,RegionA,422,20
17769,RegionA,423,20
17770,RegionA,1472,2
17770,RegionA,1473,2
17770,RegionA,1474,2
17770,RegionA,1475,2
17771,RegionA,1511,4
17771,RegionA,1512,4
17771,RegionA,1513,4
17771,RegionA,1514,4
17771,RegionA,1515,4
17772,RegionD,2309,36
17772,RegionD,2310,36
17772,RegionD,2311,36
17773,RegionE,178,105
17773,RegionE,179,105
17773,RegionE,180,105
17773,RegionE,181,105
17774,RegionE,418,15
17774,RegionE,419,15
17774,RegionE,420,15
17774,RegionE,421,15
17775,RegionF,679,108
17775,RegionF,680,108
17775,RegionF,681,108
17775,RegionF,682,108
17775,RegionF,683,108
17775,RegionF,684,108
17776,RegionB,49,22
17776,RegionB,50,22
17776,RegionB,51,22
17776,RegionB,52,22
17776,RegionB,53,22
17776,RegionB,54,22
17777,RegionB,284,13
17777,RegionB,285,13
17777,RegionB,286,13
17777,RegionB,287,13
17777,RegionB,288,13
17777,RegionB,289,13
17778,RegionB,1648,23
17778,RegionB,1649,23
17778,RegionB,1650,23
17779,RegionC,177,15
17780,RegionE,2221,16
17780,RegionE,2222,16
17780,RegionE,2223,16
17780,RegionE,2224,16
17780,RegionE,2225,16
17780,RegionE,2226,16
17781,RegionC,736,4
17781,RegionC,737,4
17781,RegionC,738,4
17781,RegionC,739,4
17781,RegionC,740,4
17782,RegionF,2372,2
17782,RegionF,2373,2
17782,RegionF,2374,2
17782,RegionF,2375,2
17782,RegionF,2376,2
17783,RegionA,1998,2
17783,RegionA,1999,2
17783,RegionA,2000,2
17783,RegionA,2001,2
17784,RegionD,2266,35
17785,RegionC,1128,14
17785,RegionC,1129,14
17785,RegionC,1130,14
17785,RegionC,1131,14
17785,RegionC,1132,14
17785,RegionC,1133,14
17786,RegionD,137,12
17786,RegionD,138,12
17786,RegionD,139,12
17786,RegionD,140,12
17786,RegionD,141,12
17787,RegionF,2280,46
17787,RegionF,2281,46
17787,RegionF,2282,46
17787,RegionF,2283,46
17787,RegionF,2284,46
17788,RegionF,793,5
17788,RegionF,794,5
17788,RegionF,795,5
17788,RegionF,796,5
17788,RegionF,797,5
17789,RegionA,339,21
17789,RegionA,340,21
17789,RegionA,341,21
17789,RegionA,342,21
17789,RegionA,343,21
17790,RegionB,575,16
17790,RegionB,576,16
17790,RegionB,577,16
17791,RegionB,1601,12
17791,RegionB,1602,12
17792,RegionE,1322,99
17792,RegionE,1323,99
17792,RegionE,1324,99
17792,RegionE,1325,99
17793,RegionE,1154,78
17793,RegionE,1155,78
17793,RegionE,1156,78
17794,RegionE,1240,13
17794,RegionE,1241,13
17794,RegionE,1242,13
17794,RegionE,1243,13
17795,RegionF,60,4
17795,RegionF,61,4
17796,RegionA,655,1
17796,RegionA,656,1
17796,RegionA,657,1
17796,RegionA,658,1
17796,RegionA,659,1
17796,RegionA,660,1
17796,RegionA,661,1
17797,RegionB,2274,17
17797,RegionB,2275,17
17797,RegionB,2276,17
17797,RegionB,2277,17
17797,RegionB,2278,17
17797,RegionB,2279,17
17797,RegionB,2280,17
17798,RegionB,1028,6
17798,RegionB,1029,6
17799,RegionE,2229,57
17800,RegionD,783,6
17800,RegionD,784,6
17800,RegionD,785,6
17800,RegionD,786,6
17800,RegionD,787,6
17800,RegionD,788,6
17801,RegionF,288,46
17801,RegionF,289,46
17801,RegionF,290,46
17801,RegionF,291,46
17802,RegionA,1890,4
17802,RegionA,1891,4
17802,RegionA,1892,4
17803,RegionA,1892,6
17803,RegionA,1893,6
17803,RegionA,1894,6
17803,RegionA,1895,6
17803,RegionA,1896,6
17803,RegionA,1897,6
17804,RegionA,1229,3
17804,RegionA,1230,3
17804,RegionA,1231,3
17804,RegionA,1232,3
17804,RegionA,1233,3
17805,RegionC,170,7
17805,RegionC,171,7
17805,RegionC,172,7
17805,RegionC,173,7
17805,RegionC,174,7
17805,RegionC,175,7
17806,RegionB,301,7
17806,RegionB,302,7
17806,RegionB,303,7
17806,RegionB,304,7
17806,RegionB,305,7
17806,RegionB,306,7
17807,RegionC,2183,1
17807,RegionC,2184,1
17807,RegionC,2185,1
17807,RegionC,2186,1
17807,RegionC,2187,1
17807,RegionC,2188,1
17808,RegionE,624,1
17808,RegionE,625,1
17808,RegionE,626,1
17808,RegionE,627,1
17808,RegionE,628,1
17808,RegionE,629,1
17808,RegionE,630,1
17809,RegionA,1559,12
17809,RegionA,1560,12
17809,RegionA,1561,12
17809,RegionA,1562,12
17809,RegionA,1563,12
17809,RegionA,1564,12
17810,RegionD,498,60
17810,RegionD,499,60
17810,RegionD,500,60
17811,RegionC,497,5
17811,RegionC,498,5
17811,RegionC,499,5
17811,RegionC,500,5
17811,RegionC,501,5
17811,RegionC,502,5
17812,RegionE,1018,91
17812,RegionE,1019,91
17813,RegionE,2350,110
17813,RegionE,2351,110
17813,RegionE,2352,110
17814,RegionE,26,7
17814,RegionE,27,7
17814,RegionE,28,7
17815,RegionA,349,14
17815,RegionA,350,14
17815,RegionA,351,14
17815,RegionA,352,14
17815,RegionA,353,14
17815,RegionA,354,14
17815,RegionA,355,14
17816,RegionA,1080,7
17816,RegionA,1081,7
17816,RegionA,1082,7
17816,RegionA,1083,7
17817,RegionB,378,14
17817,RegionB,379,14
17817,RegionB,380,14
17817,RegionB,381,14
17817,RegionB,382,14
17817,RegionB,383,14
17818,RegionD,2325,61
17818,RegionD,2326,61
17818,RegionD,2327,61
17818,RegionD,2328,61
17818,RegionD,2329,61
17818,RegionD,2330,61
17819,RegionE,508,123
17819,RegionE,509,123
17819,RegionE,510,123
17820,RegionC,2376,1
17820,RegionC,2377,1
17821,RegionF,512,114
17821,RegionF,513,114
17822,RegionB,1291,19
17822,RegionB,1292,19
17822,RegionB,1293,19
17822,RegionB,1294,19
17822,RegionB,1295,19
17822,RegionB,1296,19
17822,RegionB,1297,19
17823,RegionB,585,17
17823,RegionB,586,17
17824,RegionB,1991,11
17824,RegionB,1992,11
17824,RegionB,1993,11
17824,RegionB,1994,11
17825,RegionC,2294,16
17825,RegionC,2295,16
17825,RegionC,2296,16
17825,RegionC,2297,16
17826,RegionE,865,77
17826,RegionE,866,77
17827,RegionE,259,9
17827,RegionE,260,9
17827,RegionE,261,9
17827,RegionE,262,9
17827,RegionE,263,9
17827,RegionE,264,9
17828,RegionA,902,1
17828,RegionA,903,1
17828,RegionA,904,1
17829,RegionA,321,15
17829,RegionA,322,15
17830,RegionB,381,20
17830,RegionB,382,20
17830,RegionB,383,20
17830,RegionB,384,20
17830,RegionB,385,20
17830,RegionB,386,20
17831,RegionB,285,5
17832,RegionE,424,61
17833,RegionC,2303,1
17834,RegionF,424,17
17834,RegionF,425,17
17834,RegionF,426,17
17834,RegionF,427,17
17834,RegionF,428,17
17834,RegionF,429,17
17834,RegionF,430,17
17835,RegionA,39,20
17835,RegionA,40,20
17835,RegionA,41,20
17835,RegionA,42,20
17835,RegionA,43,20
17836,RegionB,351,19
17836,RegionB,352,19
17837,RegionD,948,89
17837,RegionD,949,89
17838,RegionB,1289,3
17838,RegionB,1290,3
17838,RegionB,1291,3
17838,RegionB,1292,3
17838,RegionB,1293,3
17839,RegionE,474,65
17839,RegionE,475,65
17840,RegionE,9,4
17840,RegionE,10,4
17840,RegionE,11,4
17840,RegionE,12,4
17840,RegionE,13,4
17841,RegionF,1277,9
17841,RegionF,1278,9
17841,RegionF,1279,9
17842,RegionA,157,13
17842,RegionA,158,13
17842,RegionA,159,13
17843,RegionD,1479,66
17844,RegionC,5,16
17844,RegionC,6,16
17844,RegionC,7,16
17844,RegionC,8,16
17845,RegionE,1125,110
17845,RegionE,1126,110
17845,RegionE,1127,110
17845,RegionE,1128,110
17845,RegionE,1129,110
17846,RegionC,1582,6
17846,RegionC,1583,6
17846,RegionC,1584,6
17846,RegionC,1585,6
17846,RegionC,1586,6
17846,RegionC,1587,6
17846,RegionC,1588,6
17847,RegionF,409,15
17847,RegionF,410,15
17847,RegionF,411,15
17848,RegionA,2061,8
17848,RegionA,2062,8
17849,RegionB,2156,19
17849,RegionB,2157,19
17849,RegionB,2158,19
17849,RegionB,2159,19
17849,RegionB,2160,19
17849,RegionB,2161,19
17850,RegionB,283,1
17850,RegionB,284,1
17850,RegionB,285,1
17850,RegionB,286,1
17850,RegionB,287,1
17850,RegionB,288,1
17851,RegionB,810,1
17851,RegionB,811,1
17851,RegionB,812,1
17851,RegionB,813,1
17852,RegionC,1075,1
17852,RegionC,1076,1
17852,RegionC,1077,1
17852,RegionC,1078,1
17852,RegionC,1079,1
17853,RegionE,1596,14
17853,RegionE,1597,14
17853,RegionE,1598,14
17853,RegionE,1599,14
17853,RegionE,1600,14
17854,RegionF,1289,19
17854,RegionF,1290,19
17854,RegionF,1291,19
17854,RegionF,1292,19
17854,RegionF,1293,19
17855,RegionA,512,6
17855,RegionA,513,6
17856,RegionA,1874,7
17857,RegionC,1934,14
17857,RegionC,1935,14
17858,RegionE,1100,101
17858,RegionE,1101,101
17858,RegionE,1102,101
17858,RegionE,1103,101
17858,RegionE,1104,101
17859,RegionC,1863,4
17860,RegionF,1096,76
17860,RegionF,1097,76
17860,RegionF,1098,76
17861,RegionA,911,3
17861,RegionA,912,3
17861,RegionA,913,3
17861,RegionA,914,3
17861,RegionA,915,3
17861,RegionA,916,3
17861,RegionA,917,3
17862,RegionA,1842,1
17862,RegionA,1843,1
17862,RegionA,1844,1
17862,RegionA,1845,1
17862,RegionA,1846,1
17862,RegionA,1847,1
17862,RegionA,1848,1
17863,RegionB,1057,5
17864,RegionD,2378,120
17864,RegionD,2379,120
17865,RegionE,2151,122
17866,RegionE,15,22
17866,RegionE,16,22
17866,RegionE,17,22
17867,RegionF,940,100
17867,RegionF,941,100
17867,RegionF,942,100
17867,RegionF,943,100
17867,RegionF,944,100
17867,RegionF,945,100
17867,RegionF,946,100
17868,RegionA,436,3
17868,RegionA,437,3
17868,RegionA,438,3
17868,RegionA,439,3
17869,RegionD,936,89
17869,RegionD,937,89
17869,RegionD,938,89
17869,RegionD,939,89
17869,RegionD,940,89
17870,RegionC,1183,7
17871,RegionB,761,3
17871,RegionB,762,3
17871,RegionB,763,3
17872,RegionE,1656,94
17872,RegionE,1657,94
17872,RegionE,1658,94
