Region,Hour,GPU_Demand
RegionC,1978,190
RegionC,1979,204
RegionC,1980,204
RegionC,1981,202
RegionC,1982,286
RegionC,1983,312
RegionC,1984,291
RegionC,1985,72
RegionC,1986,64
RegionC,1987,87
RegionC,1988,164
RegionC,1989,173
RegionC,1990,199
RegionC,1991,201
RegionC,1992,225
RegionC,1993,100
RegionC,1994,125
RegionC,1995,120
RegionC,1996,129
RegionC,1997,126
RegionC,1998,233
RegionC,1999,219
RegionC,2000,272
RegionC,2001,265
RegionC,2002,298
RegionC,2003,181
RegionC,2004,98
RegionC,2005,79
RegionC,2006,57
RegionC,2007,115
RegionC,2008,113
RegionC,2009,154
RegionC,2010,185
RegionC,2011,210
RegionC,2012,288
RegionC,2013,335
RegionC,2014,299
RegionC,2015,401
RegionC,2016,208
RegionC,2017,257
RegionC,2018,244
RegionC,2019,94
RegionC,2020,63
RegionC,2021,100
RegionC,2022,98
RegionC,2023,198
RegionC,2024,313
RegionC,2025,278
RegionC,2026,298
RegionC,2027,285
RegionC,2028,187
RegionC,2029,226
RegionC,2030,207
RegionC,2031,106
RegionC,2032,109
RegionC,2033,127
RegionC,2034,144
RegionC,2035,176
RegionC,2036,174
RegionC,2037,257
RegionC,2038,249
RegionC,2039,322
RegionC,2040,351
RegionC,2041,450
RegionC,2042,451
RegionC,2043,463
RegionC,2044,211
RegionC,2045,192
RegionC,2046,124
RegionC,2047,114
RegionC,2048,111
RegionC,2049,105
RegionC,2050,87
RegionC,2051,84
RegionC,2052,253
RegionC,2053,250
RegionC,2054,266
RegionC,2055,264
RegionC,2056,364
RegionC,2057,288
RegionC,2058,345
RegionC,2059,174
RegionC,2060,179
RegionC,2061,188
RegionC,2062,121
RegionC,2063,83
RegionC,2064,61
RegionC,2065,49
RegionC,2066,62
RegionC,2067,73
RegionC,2068,153
RegionC,2069,160
RegionC,2070,149
RegionC,2071,171
RegionC,2072,267
RegionC,2073,177
RegionC,2074,85
RegionC,2075,77
RegionC,2076,224
RegionC,2077,276
RegionC,2078,254
RegionC,2079,247
RegionC,2080,191
RegionC,2081,294
RegionC,2082,206
RegionC,2083,197
RegionC,2084,236
RegionC,2085,218
RegionC,2086,244
RegionC,2087,141
RegionC,2088,168
RegionC,2089,114
RegionC,2090,86
RegionC,2091,111
RegionC,2092,256
RegionC,2093,355
RegionC,2094,476
RegionC,2095,508
RegionC,2096,422
RegionC,2097,403
RegionC,2098,289
RegionC,2099,57
RegionC,2100,162
RegionC,2101,86
RegionC,2102,79
RegionC,2103,109
RegionC,2104,106
RegionC,2105,324
RegionC,2106,390
RegionC,2107,412
RegionC,2108,292
RegionC,2109,137
RegionC,2110,108
RegionC,2111,113
RegionC,2112,123
RegionC,2113,104
RegionC,2114,195
RegionC,2115,114
RegionC,2116,119
RegionC,2117,125
RegionC,2118,128
RegionC,2119,184
RegionC,2120,210
RegionC,2121,206
RegionC,2122,198
RegionC,2123,166
RegionC,2124,168
RegionC,2125,217
RegionC,2126,237
RegionC,2127,61
RegionC,2128,120
RegionC,2129,108
RegionC,2130,126
RegionC,2131,105
RegionC,2132,77
RegionC,2133,65
RegionC,2134,134
RegionC,2135,123
RegionC,2136,120
RegionC,2137,34
RegionC,2138,56
RegionC,2139,49
RegionC,2140,16
RegionC,2141,27
RegionC,2142,15
RegionC,2143,20
RegionC,2144,142
RegionC,2145,147
RegionC,2146,168
RegionC,2147,194
RegionC,2148,208
RegionC,2149,200
RegionC,2150,163
RegionC,2151,173
RegionC,2152,96
RegionC,2153,201
RegionC,2154,196
RegionC,2155,217
RegionC,2156,196
RegionC,2157,185
RegionC,2158,158
RegionC,2159,147
RegionC,2160,35
RegionC,2161,152
RegionC,2162,147
RegionC,2163,52
RegionC,2164,116
RegionC,2165,134
RegionC,2166,177
RegionC,2167,206
RegionC,2168,227
RegionC,2169,247
RegionC,2170,235
RegionC,2171,190
RegionC,2172,189
RegionC,2173,169
RegionC,2174,221
RegionC,2175,187
RegionC,2176,177
RegionC,2177,346
RegionC,2178,371
RegionC,2179,282
RegionC,2180,121
RegionC,2181,157
RegionC,2182,155
RegionC,2183,116
RegionC,2184,168
RegionC,2185,254
RegionC,2186,272
RegionC,2187,303
RegionC,2188,416
RegionC,2189,341
RegionC,2190,385
RegionC,2191,351
RegionC,2192,313
RegionC,2193,363
RegionC,2194,127
RegionC,2195,232
RegionC,2196,216
RegionC,2197,242
RegionC,2198,237
RegionC,2199,235
RegionC,2200,256
RegionC,2201,118
RegionC,2202,103
RegionC,2203,171
RegionC,2204,168
RegionC,2205,228
RegionC,2206,242
RegionC,2207,410
RegionC,2208,209
RegionC,2209,187
RegionC,2210,92
RegionC,2211,99
RegionC,2212,199
RegionC,2213,138
RegionC,2214,142
RegionC,2215,55
RegionC,2216,182
RegionC,2217,270
RegionC,2218,269
RegionC,2219,163
RegionC,2220,314
RegionC,2221,198
RegionC,2222,107
RegionC,2223,224
RegionC,2224,210
RegionC,2225,247
RegionC,2226,234
RegionC,2227,216
RegionC,2228,187
RegionC,2229,284
RegionC,2230,309
RegionC,2231,96
RegionC,2232,60
RegionC,2233,41
RegionC,2234,149
RegionC,2235,147
RegionC,2236,183
RegionC,2237,147
RegionC,2238,230
RegionC,2239,178
RegionC,2240,142
RegionC,2241,140
RegionC,2242,154
RegionC,2243,188
RegionC,2244,109
RegionC,2245,110
RegionC,2246,109
RegionC,2247,188
RegionC,2248,206
RegionC,2249,166
RegionC,2250,150
RegionC,2251,128
RegionC,2252,106
RegionC,2253,173
RegionC,2254,120
RegionC,2255,65
RegionC,2256,77
RegionC,2257,170
RegionC,2258,282
RegionC,2259,185
RegionC,2260,190
RegionC,2261,225
RegionC,2262,247
RegionC,2263,320
RegionC,2264,177
RegionC,2265,176
RegionC,2266,239
RegionC,2267,273
RegionC,2268,115
RegionC,2269,134
RegionC,2270,193
RegionC,2271,191
RegionC,2272,311
RegionC,2273,288
RegionC,2274,85
RegionC,2275,108
RegionC,2276,70
RegionC,2277,88
RegionC,2278,133
RegionC,2279,250
RegionC,2280,311
RegionC,2281,254
RegionC,2282,211
RegionC,2283,190
RegionC,2284,185
RegionC,2285,147
RegionC,2286,133
RegionC,2287,154
RegionC,2288,145
RegionC,2289,119
RegionC,2290,122
RegionC,2291,96
RegionC,2292,100
RegionC,2293,51
RegionC,2294,63
RegionC,2295,60
RegionC,2296,41
RegionC,2297,149
RegionC,2298,165
RegionC,2299,65
RegionC,2300,172
RegionC,2301,164
RegionC,2302,270
RegionC,2303,265
RegionC,2304,345
RegionC,2305,316
RegionC,2306,314
RegionC,2307,269
RegionC,2308,154
RegionC,2309,154
RegionC,2310,132
RegionC,2311,118
RegionC,2312,158
RegionC,2313,156
RegionC,2314,71
RegionC,2315,54
RegionC,2316,99
RegionC,2317,105
RegionC,2318,91
RegionC,2319,112
RegionC,2320,110
RegionC,2321,107
RegionC,2322,108
RegionC,2323,109
RegionC,2324,74
RegionC,2325,104
RegionC,2326,89
RegionC,2327,115
RegionC,2328,113
RegionC,2329,64
RegionC,2330,279
RegionC,2331,300
RegionC,2332,369
RegionC,2333,359
RegionC,2334,241
RegionC,2335,61
RegionC,2336,95
RegionC,2337,105
RegionC,2338,178
RegionC,2339,186
RegionC,2340,214
RegionC,2341,290
RegionC,2342,318
RegionC,2343,356
RegionC,2344,199
RegionC,2345,166
RegionC,2346,117
RegionC,2347,128
RegionC,2348,129
RegionC,2349,200
RegionC,2350,257
RegionC,2351,279
RegionC,2352,156
RegionC,2353,190
RegionC,2354,194
RegionC,2355,70
RegionC,2356,78
RegionC,2357,135
RegionC,2358,124
RegionC,2359,154
RegionC,2360,167
RegionC,2361,118
RegionC,2362,109
RegionC,2363,114
RegionC,2364,198
RegionC,2365,157
RegionC,2366,227
RegionC,2367,109
RegionC,2368,124
RegionC,2369,106
RegionC,2370,94
RegionC,2371,244
RegionC,2372,120
RegionC,2373,129
RegionC,2374,111
RegionC,2375,123
RegionC,2376,129
RegionC,2377,229
RegionC,2378,167
RegionC,2379,184
RegionC,2380,210
RegionC,2381,191
RegionC,2382,268
RegionC,2383,270
RegionC,2384,153
RegionC,2385,98
RegionC,2386,88
RegionC,2387,192
RegionC,2388,173
RegionC,2389,185
RegionC,2390,157
RegionC,2391,65
RegionC,2392,70
RegionC,2393,87
RegionC,2394,60
RegionC,2395,61
RegionC,2396,71
RegionC,2397,54
RegionC,2398,51
RegionC,2399,106
RegionC,2400,90
RegionC,2401,84
RegionC,2402,75
RegionC,2403,34
RegionC,2404,11
RegionC,2405,0
RegionC,2406,0
RegionD,0,312
RegionD,1,505
RegionD,2,673
RegionD,3,768
RegionD,4,737
RegionD,5,713
RegionD,6,677
RegionD,7,689
RegionD,8,692
RegionD,9,608
RegionD,10,525
RegionD,11,612
RegionD,12,545
RegionD,13,570
RegionD,14,676
RegionD,15,760
RegionD,16,521
RegionD,17,557
RegionD,18,620
RegionD,19,630
RegionD,20,665
RegionD,21,600
RegionD,22,627
RegionD,23,600
RegionD,24,544
RegionD,25,498
RegionD,26,462
RegionD,27,501
RegionD,28,1048
RegionD,29,920
RegionD,30,633
RegionD,31,572
RegionD,32,539
RegionD,33,429
RegionD,34,646
RegionD,35,649
RegionD,36,841
RegionD,37,844
RegionD,38,822
RegionD,39,964
RegionD,40,636
RegionD,41,611
RegionD,42,525
RegionD,43,557
RegionD,44,587
RegionD,45,582
RegionD,46,521
RegionD,47,391
RegionD,48,453
RegionD,49,594
RegionD,50,502
RegionD,51,314
RegionD,52,282
RegionD,53,506
RegionD,54,613
RegionD,55,622
RegionD,56,732
RegionD,57,1064
RegionD,58,1091
RegionD,59,817
RegionD,60,1029
RegionD,61,1085
RegionD,62,980
RegionD,63,1141
RegionD,64,1120
RegionD,65,1196
RegionD,66,1237
RegionD,67,830
RegionD,68,940
RegionD,69,1027
RegionD,70,636
RegionD,71,603
RegionD,72,520
RegionD,73,264
RegionD,74,526
RegionD,75,695
RegionD,76,997
RegionD,77,823
RegionD,78,693
RegionD,79,421
RegionD,80,315
RegionD,81,402
RegionD,82,362
RegionD,83,325
RegionD,84,388
RegionD,85,414
RegionD,86,438
RegionD,87,461
RegionD,88,618
RegionD,89,767
RegionD,90,718
RegionD,91,794
RegionD,92,662
RegionD,93,591
RegionD,94,569
RegionD,95,634
RegionD,96,809
RegionD,97,810
RegionD,98,513
RegionD,99,477
RegionD,100,426
RegionD,101,421
RegionD,102,560
RegionD,103,513
RegionD,104,487
RegionD,105,562
RegionD,106,520
RegionD,107,356
RegionD,108,354
RegionD,109,661
RegionD,110,1003
RegionD,111,708
RegionD,112,765
RegionD,113,733
RegionD,114,911
RegionD,115,1007
RegionD,116,930
RegionD,117,973
RegionD,118,782
RegionD,119,923
RegionD,120,907
RegionD,121,1227
RegionD,122,1192
RegionD,123,1156
RegionD,124,1186
RegionD,125,796
RegionD,126,1123
RegionD,127,1040
RegionD,128,1194
RegionD,129,1213
RegionD,130,1069
RegionD,131,859
RegionD,132,982
RegionD,133,1030
RegionD,134,930
RegionD,135,706
RegionD,136,747
RegionD,137,928
RegionD,138,1100
RegionD,139,1193
RegionD,140,559
RegionD,141,671
RegionD,142,628
RegionD,143,495
RegionD,144,798
RegionD,145,493
RegionD,146,445
RegionD,147,613
RegionD,148,777
RegionD,149,899
RegionD,150,790
RegionD,151,644
RegionD,152,791
RegionD,153,1016
RegionD,154,977
RegionD,155,722
RegionD,156,379
RegionD,157,448
RegionD,158,588
RegionD,159,564
RegionD,160,423
RegionD,161,944
RegionD,162,987
RegionD,163,971
RegionD,164,980
RegionD,165,909
RegionD,166,656
RegionD,167,537
RegionD,168,541
RegionD,169,563
RegionD,170,831
RegionD,171,915
RegionD,172,760
RegionD,173,544
RegionD,174,498
RegionD,175,383
RegionD,176,279
RegionD,177,181
RegionD,178,307
RegionD,179,212
RegionD,180,558
RegionD,181,808
RegionD,182,1103
RegionD,183,1241
RegionD,184,1240
RegionD,185,1316
RegionD,186,1098
RegionD,187,985
RegionD,188,953
RegionD,189,1052
RegionD,190,1074
RegionD,191,595
RegionD,192,840
RegionD,193,811
RegionD,194,744
RegionD,195,1174
RegionD,196,976
RegionD,197,1024
RegionD,198,891
RegionD,199,875
RegionD,200,548
RegionD,201,792
RegionD,202,1094
RegionD,203,934
RegionD,204,1110
RegionD,205,1045
RegionD,206,817
RegionD,207,530
RegionD,208,674
RegionD,209,609
RegionD,210,826
RegionD,211,772
RegionD,212,985
RegionD,213,760
RegionD,214,825
RegionD,215,686
RegionD,216,644
RegionD,217,588
RegionD,218,766
RegionD,219,801
RegionD,220,786
RegionD,221,934
RegionD,222,847
RegionD,223,1276
RegionD,224,1282
RegionD,225,1142
RegionD,226,1314
RegionD,227,1049
RegionD,228,855
RegionD,229,935
RegionD,230,519
RegionD,231,466
RegionD,232,443
RegionD,233,466
RegionD,234,408
RegionD,235,784
RegionD,236,821
RegionD,237,752
RegionD,238,600
RegionD,239,648
RegionD,240,653
RegionD,241,465
RegionD,242,562
RegionD,243,632
RegionD,244,766
RegionD,245,838
RegionD,246,978
RegionD,247,1310
RegionD,248,1092
RegionD,249,1017
RegionD,250,1274
RegionD,251,1027
RegionD,252,1178
RegionD,253,1178
RegionD,254,954
RegionD,255,731
RegionD,256,715
RegionD,257,866
RegionD,258,1099
RegionD,259,987
RegionD,260,1082
RegionD,261,981
RegionD,262,798
RegionD,263,575
RegionD,264,521
RegionD,265,785
RegionD,266,968
RegionD,267,813
RegionD,268,776
RegionD,269,620
RegionD,270,1044
RegionD,271,919
RegionD,272,791
RegionD,273,597
RegionD,274,438
RegionD,275,813
RegionD,276,606
RegionD,277,401
RegionD,278,722
RegionD,279,855
RegionD,280,738
RegionD,281,768
RegionD,282,533
RegionD,283,904
RegionD,284,938
RegionD,285,994
RegionD,286,640
RegionD,287,655
RegionD,288,638
RegionD,289,397
RegionD,290,716
RegionD,291,623
RegionD,292,488
RegionD,293,730
RegionD,294,824
RegionD,295,917
RegionD,296,625
RegionD,297,660
RegionD,298,789
RegionD,299,1027
RegionD,300,713
RegionD,301,745
RegionD,302,875
RegionD,303,864
RegionD,304,724
RegionD,305,362
RegionD,306,366
RegionD,307,512
RegionD,308,773
RegionD,309,640
RegionD,310,519
RegionD,311,742
RegionD,312,639
RegionD,313,715
RegionD,314,806
RegionD,315,895
RegionD,316,830
RegionD,317,929
RegionD,318,1111
RegionD,319,1196
RegionD,320,948
RegionD,321,664
RegionD,322,642
RegionD,323,679
RegionD,324,492
RegionD,325,633
RegionD,326,683
RegionD,327,957
RegionD,328,750
RegionD,329,780
RegionD,330,419
RegionD,331,677
RegionD,332,517
RegionD,333,482
RegionD,334,599
RegionD,335,433
RegionD,336,614
RegionD,337,539
RegionD,338,705
RegionD,339,757
RegionD,340,546
RegionD,341,688
RegionD,342,798
RegionD,343,608
RegionD,344,687
RegionD,345,713
RegionD,346,942
RegionD,347,1166
RegionD,348,1031
RegionD,349,930
RegionD,350,1013
RegionD,351,955
RegionD,352,709
RegionD,353,522
RegionD,354,488
RegionD,355,537
RegionD,356,588
RegionD,357,724
RegionD,358,773
RegionD,359,752
RegionD,360,438
RegionD,361,450
RegionD,362,647
RegionD,363,755
RegionD,364,807
RegionD,365,864
RegionD,366,1045
RegionD,367,967
RegionD,368,671
RegionD,369,903
RegionD,370,1154
RegionD,371,1317
RegionD,372,1247
RegionD,373,1266
RegionD,374,748
RegionD,375,383
RegionD,376,324
RegionD,377,173
RegionD,378,249
RegionD,379,521
RegionD,380,1025
RegionD,381,888
RegionD,382,1395
RegionD,383,1614
RegionD,384,1595
RegionD,385,1242
RegionD,386,906
RegionD,387,1023
RegionD,388,1358
RegionD,389,1089
RegionD,390,1025
RegionD,391,1161
RegionD,392,1172
RegionD,393,1102
RegionD,394,1127
RegionD,395,847
RegionD,396,299
RegionD,397,199
RegionD,398,207
RegionD,399,346
RegionD,400,697
RegionD,401,625
RegionD,402,489
RegionD,403,928
RegionD,404,868
RegionD,405,939
RegionD,406,1003
RegionD,407,761
RegionD,408,934
RegionD,409,966
RegionD,410,705
RegionD,411,671
RegionD,412,529
RegionD,413,718
RegionD,414,1203
RegionD,415,952
RegionD,416,887
RegionD,417,866
RegionD,418,913
RegionD,419,702
RegionD,420,734
RegionD,421,798
RegionD,422,1159
RegionD,423,1162
RegionD,424,1162
RegionD,425,817
RegionD,426,724
RegionD,427,894
RegionD,428,981
RegionD,429,1249
RegionD,430,1266
RegionD,431,1356
RegionD,432,1343
RegionD,433,778
RegionD,434,776
RegionD,435,592
RegionD,436,451
RegionD,437,606
RegionD,438,435
RegionD,439,544
RegionD,440,639
RegionD,441,1025
RegionD,442,731
RegionD,443,732
RegionD,444,810
RegionD,445,1172
RegionD,446,1069
RegionD,447,1196
RegionD,448,929
RegionD,449,608
RegionD,450,498
RegionD,451,471
RegionD,452,460
RegionD,453,438
RegionD,454,364
RegionD,455,680
RegionD,456,646
RegionD,457,634
RegionD,458,490
RegionD,459,582
RegionD,460,681
RegionD,461,727
RegionD,462,1002
RegionD,463,618
RegionD,464,761
RegionD,465,826
RegionD,466,991
RegionD,467,807
RegionD,468,762
RegionD,469,1147
RegionD,470,1342
RegionD,471,1229
RegionD,472,1047
RegionD,473,833
RegionD,474,711
RegionD,475,508
RegionD,476,611
RegionD,477,597
RegionD,478,372
RegionD,479,486
RegionD,480,741
RegionD,481,805
RegionD,482,966
RegionD,483,999
RegionD,484,1033
RegionD,485,784
RegionD,486,589
RegionD,487,502
RegionD,488,564
RegionD,489,323
RegionD,490,590
RegionD,491,632
RegionD,492,773
RegionD,493,667
RegionD,494,533
RegionD,495,579
RegionD,496,384
RegionD,497,600
RegionD,498,671
RegionD,499,453
RegionD,500,553
RegionD,501,388
RegionD,502,296
RegionD,503,675
RegionD,504,733
RegionD,505,772
RegionD,506,746
RegionD,507,1037
RegionD,508,973
RegionD,509,923
RegionD,510,1058
RegionD,511,798
RegionD,512,841
RegionD,513,733
RegionD,514,649
RegionD,515,744
RegionD,516,840
RegionD,517,462
RegionD,518,565
RegionD,519,275
RegionD,520,410
RegionD,521,270
RegionD,522,582
RegionD,523,679
RegionD,524,613
RegionD,525,751
RegionD,526,548
RegionD,527,695
RegionD,528,572
RegionD,529,764
RegionD,530,876
RegionD,531,1110
RegionD,532,1221
RegionD,533,865
RegionD,534,963
RegionD,535,649
RegionD,536,571
RegionD,537,420
RegionD,538,452
RegionD,539,790
RegionD,540,595
RegionD,541,336
RegionD,542,191
RegionD,543,548
RegionD,544,558
RegionD,545,574
RegionD,546,642
RegionD,547,789
RegionD,548,1064
RegionD,549,781
RegionD,550,689
RegionD,551,706
RegionD,552,698
RegionD,553,710
RegionD,554,1011
RegionD,555,867
RegionD,556,868
RegionD,557,609
RegionD,558,526
RegionD,559,413
RegionD,560,385
RegionD,561,267
RegionD,562,498
RegionD,563,660
RegionD,564,772
RegionD,565,967
RegionD,566,1069
RegionD,567,1253
RegionD,568,1122
RegionD,569,683
RegionD,570,884
RegionD,571,881
RegionD,572,687
RegionD,573,630
RegionD,574,733
RegionD,575,875
RegionD,576,654
RegionD,577,850
RegionD,578,455
RegionD,579,334
RegionD,580,195
RegionD,581,286
RegionD,582,310
RegionD,583,372
RegionD,584,435
RegionD,585,381
RegionD,586,472
RegionD,587,322
RegionD,588,925
RegionD,589,1037
RegionD,590,1007
RegionD,591,1046
RegionD,592,907
RegionD,593,602
RegionD,594,586
RegionD,595,587
RegionD,596,624
RegionD,597,508
RegionD,598,771
RegionD,599,971
RegionD,600,1011
RegionD,601,1029
RegionD,602,803
RegionD,603,938
RegionD,604,1070
RegionD,605,801
RegionD,606,876
RegionD,607,935
RegionD,608,1129
RegionD,609,1046
RegionD,610,965
RegionD,611,920
RegionD,612,788
RegionD,613,687
RegionD,614,595
RegionD,615,565
RegionD,616,752
RegionD,617,517
RegionD,618,778
RegionD,619,720
RegionD,620,711
RegionD,621,776
RegionD,622,716
RegionD,623,634
RegionD,624,608
RegionD,625,749
RegionD,626,631
RegionD,627,558
RegionD,628,367
RegionD,629,472
RegionD,630,707
RegionD,631,511
RegionD,632,429
RegionD,633,497
RegionD,634,980
RegionD,635,613
RegionD,636,726
RegionD,637,1033
RegionD,638,828
RegionD,639,1016
RegionD,640,1049
RegionD,641,710
RegionD,642,547
RegionD,643,339
RegionD,644,272
RegionD,645,582
RegionD,646,609
RegionD,647,619
RegionD,648,559
RegionD,649,503
RegionD,650,463
RegionD,651,743
RegionD,652,807
RegionD,653,791
RegionD,654,747
RegionD,655,850
RegionD,656,924
RegionD,657,998
RegionD,658,820
RegionD,659,1049
RegionD,660,1008
RegionD,661,738
RegionD,662,730
RegionD,663,807
RegionD,664,931
RegionD,665,776
RegionD,666,809
RegionD,667,843
RegionD,668,877
RegionD,669,612
RegionD,670,584
RegionD,671,464
RegionD,672,566
RegionD,673,433
RegionD,674,663
RegionD,675,797
RegionD,676,789
RegionD,677,684
RegionD,678,767
RegionD,679,565
RegionD,680,588
RegionD,681,806
RegionD,682,776
RegionD,683,874
RegionD,684,920
RegionD,685,1021
RegionD,686,1424
RegionD,687,1043
RegionD,688,912
RegionD,689,1025
RegionD,690,678
RegionD,691,676
RegionD,692,607
RegionD,693,435
RegionD,694,660
RegionD,695,620
RegionD,696,542
RegionD,697,634
RegionD,698,760
RegionD,699,888
RegionD,700,798
RegionD,701,781
RegionD,702,620
RegionD,703,516
RegionD,704,478
RegionD,705,1002
RegionD,706,1093
RegionD,707,933
RegionD,708,1282
RegionD,709,1075
RegionD,710,711
RegionD,711,776
RegionD,712,659
RegionD,713,738
RegionD,714,863
RegionD,715,638
RegionD,716,620
RegionD,717,497
RegionD,718,556
RegionD,719,618
RegionD,720,806
RegionD,721,717
RegionD,722,526
RegionD,723,484
RegionD,724,475
RegionD,725,597
RegionD,726,401
RegionD,727,509
RegionD,728,772
RegionD,729,719
RegionD,730,647
RegionD,731,519
RegionD,732,646
RegionD,733,690
RegionD,734,501
RegionD,735,396
RegionD,736,591
RegionD,737,756
RegionD,738,917
RegionD,739,1004
RegionD,740,988
RegionD,741,859
RegionD,742,741
RegionD,743,668
RegionD,744,604
RegionD,745,682
RegionD,746,702
RegionD,747,775
RegionD,748,1043
RegionD,749,934
RegionD,750,958
RegionD,751,755
RegionD,752,612
RegionD,753,722
RegionD,754,543
RegionD,755,777
RegionD,756,844
RegionD,757,793
RegionD,758,1026
RegionD,759,986
RegionD,760,927
RegionD,761,872
RegionD,762,807
RegionD,763,848
RegionD,764,683
RegionD,765,600
RegionD,766,737
RegionD,767,653
RegionD,768,695
RegionD,769,447
RegionD,770,439
RegionD,771,382
RegionD,772,486
RegionD,773,624
RegionD,774,471
RegionD,775,662
RegionD,776,759
RegionD,777,661
RegionD,778,539
RegionD,779,383
RegionD,780,197
RegionD,781,348
RegionD,782,401
RegionD,783,727
RegionD,784,726
RegionD,785,710
RegionD,786,518
RegionD,787,800
RegionD,788,764
RegionD,789,862
RegionD,790,964
RegionD,791,766
RegionD,792,704
RegionD,793,618
RegionD,794,667
RegionD,795,856
RegionD,796,784
RegionD,797,574
RegionD,798,943
RegionD,799,1084
RegionD,800,924
RegionD,801,1137
RegionD,802,1106
RegionD,803,928
RegionD,804,772
RegionD,805,534
RegionD,806,383
RegionD,807,432
RegionD,808,303
RegionD,809,238
RegionD,810,444
RegionD,811,584
RegionD,812,786
RegionD,813,616
RegionD,814,648
RegionD,815,678
RegionD,816,494
RegionD,817,544
RegionD,818,711
RegionD,819,964
RegionD,820,1020
RegionD,821,852
RegionD,822,732
RegionD,823,455
RegionD,824,350
RegionD,825,337
RegionD,826,316
RegionD,827,262
RegionD,828,370
RegionD,829,664
RegionD,830,559
RegionD,831,499
RegionD,832,713
RegionD,833,751
RegionD,834,804
RegionD,835,685
RegionD,836,1009
RegionD,837,779
RegionD,838,671
RegionD,839,854
RegionD,840,720
RegionD,841,478
RegionD,842,492
RegionD,843,573
RegionD,844,787
RegionD,845,592
RegionD,846,483
RegionD,847,699
RegionD,848,465
RegionD,849,605
RegionD,850,772
RegionD,851,744
RegionD,852,701
RegionD,853,929
RegionD,854,829
RegionD,855,637
RegionD,856,674
RegionD,857,644
RegionD,858,476
RegionD,859,422
RegionD,860,502
RegionD,861,712
RegionD,862,1120
RegionD,863,1259
RegionD,864,1185
RegionD,865,875
RegionD,866,707
RegionD,867,686
RegionD,868,924
RegionD,869,825
RegionD,870,1353
RegionD,871,1392
RegionD,872,1151
RegionD,873,1021
RegionD,874,896
RegionD,875,708
RegionD,876,618
RegionD,877,844
RegionD,878,445
RegionD,879,555
RegionD,880,727
RegionD,881,494
RegionD,882,574
RegionD,883,908
RegionD,884,862
RegionD,885,777
RegionD,886,476
RegionD,887,537
RegionD,888,448
RegionD,889,798
RegionD,890,524
RegionD,891,725
RegionD,892,697
RegionD,893,977
RegionD,894,1030
RegionD,895,1095
RegionD,896,1237
RegionD,897,1139
RegionD,898,1193
RegionD,899,948
RegionD,900,989
RegionD,901,983
RegionD,902,944
RegionD,903,918
RegionD,904,834
RegionD,905,926
RegionD,906,708
RegionD,907,340
RegionD,908,258
RegionD,909,366
RegionD,910,482
RegionD,911,924
RegionD,912,1011
RegionD,913,1079
RegionD,914,1230
RegionD,915,1177
RegionD,916,1114
RegionD,917,912
RegionD,918,699
RegionD,919,728
RegionD,920,598
RegionD,921,521
RegionD,922,531
RegionD,923,414
RegionD,924,563
RegionD,925,408
RegionD,926,503
RegionD,927,673
RegionD,928,611
RegionD,929,585
RegionD,930,627
RegionD,931,811
RegionD,932,731
RegionD,933,718
RegionD,934,821
RegionD,935,815
RegionD,936,929
RegionD,937,784
RegionD,938,715
RegionD,939,796
RegionD,940,1235
RegionD,941,1122
RegionD,942,1010
RegionD,943,1387
RegionD,944,1373
RegionD,945,1347
RegionD,946,1245
RegionD,947,1179
RegionD,948,1081
RegionD,949,810
RegionD,950,668
RegionD,951,682
RegionD,952,583
RegionD,953,633
RegionD,954,498
RegionD,955,358
RegionD,956,337
RegionD,957,360
RegionD,958,480
RegionD,959,423
RegionD,960,258
RegionD,961,167
RegionD,962,301
RegionD,963,533
RegionD,964,293
RegionD,965,487
RegionD,966,565
RegionD,967,747
RegionD,968,817
RegionD,969,897
RegionD,970,838
RegionD,971,856
RegionD,972,566
RegionD,973,605
RegionD,974,448
RegionD,975,287
RegionD,976,196
RegionD,977,177
RegionD,978,358
RegionD,979,629
RegionD,980,1045
RegionD,981,1110
RegionD,982,930
RegionD,983,867
RegionD,984,719
RegionD,985,641
RegionD,986,750
RegionD,987,430
RegionD,988,317
RegionD,989,520
RegionD,990,584
RegionD,991,942
RegionD,992,852
RegionD,993,1027
RegionD,994,888
RegionD,995,701
RegionD,996,703
RegionD,997,607
RegionD,998,730
RegionD,999,602
RegionD,1000,440
RegionD,1001,527
RegionD,1002,670
RegionD,1003,611
RegionD,1004,631
RegionD,1005,987
RegionD,1006,577
RegionD,1007,499
RegionD,1008,483
RegionD,1009,571
RegionD,1010,713
RegionD,1011,893
RegionD,1012,766
RegionD,1013,550
RegionD,1014,874
RegionD,1015,1024
RegionD,1016,980
RegionD,1017,1180
RegionD,1018,1136
RegionD,1019,1115
RegionD,1020,901
RegionD,1021,799
RegionD,1022,918
RegionD,1023,778
RegionD,1024,805
RegionD,1025,963
RegionD,1026,1138
RegionD,1027,928
RegionD,1028,923
RegionD,1029,920
RegionD,1030,842
RegionD,1031,717
RegionD,1032,1219
RegionD,1033,1305
RegionD,1034,1253
RegionD,1035,1019
RegionD,1036,1128
RegionD,1037,932
RegionD,1038,625
RegionD,1039,524
RegionD,1040,547
RegionD,1041,434
RegionD,1042,598
RegionD,1043,609
RegionD,1044,415
RegionD,1045,407
RegionD,1046,229
RegionD,1047,496
RegionD,1048,535
RegionD,1049,610
RegionD,1050,916
RegionD,1051,699
